project,keyword,created,seed,locations,customers,periods,patronizing,rewards,replenishment,character,updated,commit,branch,bdl_runtime,bdl_iterations,bdl_objective,bdl_solution,bdl_optgap,bd5_runtime,bd5_optgap,bd5_iterations,bd5_objective,bd5_solution,bds_runtime,bds_optgap,bds_iterations,bds_objective,bds_solution
paper1,rnd_7-50-50-5-medium-inversely-absolute-heterogeneous,2023-11-24 01:23,7,50,50,5,medium,inversely,absolute,heterogeneous,2023-11-24 01:23,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,4.114079952,-1,7146,2-31-19-41-4,0,5.67,0,10,7146,2-31-19-41-4,5.69,0,10,7146,2-31-19-41-4
paper1,rnd_2-50-50-5-large-identical-absolute-homogeneous,2023-11-24 18:30,2,50,50,5,large,identical,absolute,homogeneous,2023-11-24 18:30,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,4.133008003,-1,13050,28-35-23-43-50,0,5.72,0,10,13050,36-35-23-43-50,5.66,0,10,13050,36-35-23-43-50
paper1,rnd_1-100-100-5-small-identical-mixed-homogeneous,2023-11-25 01:14,1,100,100,5,small,identical,mixed,homogeneous,2023-11-25 01:14,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,25.38766885,-1,53898.71,10-29-83-22-33,0,5.64,0,10,53898.71,10-29-83-22-33,5.62,0,10,53898.71,10-29-83-22-33
paper1,rnd_3-50-50-10-small-inversely-absolute-heterogeneous,2023-11-24 21:45,3,50,50,10,small,inversely,absolute,heterogeneous,2023-11-24 21:45,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18.19491911,-1,24434,9-35-8-20-6-50-48-16-36-14,9.60E-05,5.64,8.19E-05,14,24434,9-35-8-20-6-50-48-16-36-14,5.62,8.19E-05,14,24434,9-35-8-20-6-50-48-16-36-14
paper1,rnd_3-50-50-5-large-identical-relative-heterogeneous,2023-11-24 21:42,3,50,50,5,large,identical,relative,heterogeneous,2023-11-24 21:42,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,5.289641142,-1,57391.18,0-0-0-46-34,0,5.61,0,8,57391.18,0-0-0-46-34,5.62,0,8,57391.18,0-0-0-46-34
paper1,rnd_6-50-50-10-small-identical-absolute-homogeneous,2023-11-24 16:13,6,50,50,10,small,identical,absolute,homogeneous,2023-11-24 16:13,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,11.92048407,-1,17650,37-11-25-22-14-23-2-13-6-43,0,5.6,0,16,17650,32-48-34-14-22-2-23-13-6-43,5.6,0,16,17650,32-48-34-14-22-2-23-13-6-43
paper1,rnd_5-50-50-10-small-inversely-relative-heterogeneous,2023-11-24 10:23,5,50,50,10,small,inversely,relative,heterogeneous,2023-11-24 10:23,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,13.72203708,-1,16285.29,3-18-7-34-46-50-1-38-49-13,0,5.45,0,14,16285.29,3-18-7-34-46-50-1-38-49-13,5.56,0,14,16285.29,3-18-7-34-46-50-1-38-49-13
paper1,rnd_0-50-50-10-small-identical-absolute-homogeneous,2023-11-24 23:46,0,50,50,10,small,identical,absolute,homogeneous,2023-11-24 23:46,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,14.825104,-1,17250,41-19-35-5-20-49-21-24-2-1,7.39E-05,5.57,0,11,17250,41-35-19-5-20-49-21-2-24-1,5.54,0,11,17250,41-35-19-5-20-49-21-2-24-1
paper1,rnd_8-50-50-5-small-inversely-relative-homogeneous,2023-11-24 02:30,8,50,50,5,small,inversely,relative,homogeneous,2023-11-24 02:30,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,8.181029797,-1,920.43,41-30-11-18-21,9.44E-05,5.52,0,16,920.43,41-30-11-18-21,5.53,0,16,920.43,41-30-11-18-21
paper1,rnd_1-10-10-10-small-inversely-mixed-heterogeneous,2023-11-25 00:40,1,10,10,10,small,inversely,mixed,heterogeneous,2023-11-25 00:40,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.764401913,-1,6327.17,0-0-3-10-9-7-4-6-8-5,0,5.53,0,20,6327.17,0-0-3-10-9-7-4-6-8-5,5.51,0,20,6327.17,0-0-3-10-9-7-4-6-8-5
paper1,rnd_3-10-10-10-large-inversely-absolute-homogeneous,2023-11-24 21:29,3,10,10,10,large,inversely,absolute,homogeneous,2023-11-24 21:29,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.062906981,-1,391,8-5-5-1-8-2-5-3-8-1,0,5.52,0,24,391,3-5-5-1-8-2-5-3-1-8,5.5,0,24,391,3-5-5-1-8-2-5-3-1-8
paper1,rnd_4-100-100-10-small-identical-absolute-heterogeneous,2023-11-24 09:09,4,100,100,10,small,identical,absolute,heterogeneous,2023-11-24 09:09,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,43.55667996,-1,330300,61-40-22-56-88-17-41-23-38-80,7.81E-05,5.49,0,10,330300,61-40-22-56-88-17-41-23-38-80,5.49,0,10,330300,61-40-22-56-88-17-41-23-38-80
paper1,rnd_4-100-100-5-small-identical-absolute-heterogeneous,2023-11-24 08:36,4,100,100,5,small,identical,absolute,heterogeneous,2023-11-24 08:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18.54093695,-1,155200,17-9-88-49-8,0,5.51,0,12,155200,17-9-88-49-8,5.49,0,12,155200,17-9-88-49-8
paper1,rnd_4-10-10-10-medium-inversely-relative-homogeneous,2023-11-24 22:34,4,10,10,10,medium,inversely,relative,homogeneous,2023-11-24 22:34,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.40636301,-1,412.89,0-0-0-0-1-5-2-7-10-9,0,5.46,0,20,412.89,0-0-0-0-2-7-10-1-5-9,5.47,0,20,412.89,0-0-0-0-2-7-10-1-5-9
paper1,rnd_2-50-50-5-medium-identical-mixed-homogeneous,2023-11-24 18:26,2,50,50,5,medium,identical,mixed,homogeneous,2023-11-24 18:26,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,9.992187977,-1,21531.84,46-18-44-20-50,0,5.48,0,9,21531.84,46-18-44-20-50,5.45,0,9,21531.84,46-18-44-20-50
paper1,rnd_1-10-10-10-medium-inversely-mixed-heterogeneous,2023-11-25 00:44,1,10,10,10,medium,inversely,mixed,heterogeneous,2023-11-25 00:44,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.731099129,-1,6327.17,0-0-3-10-9-7-4-6-8-5,0,5.48,0,20,6327.17,0-0-3-10-9-7-4-6-8-5,5.42,0,20,6327.17,0-0-3-10-9-7-4-6-8-5
paper1,rnd_9-10-10-10-large-inversely-absolute-homogeneous,2023-11-23 23:16,9,10,10,10,large,inversely,absolute,homogeneous,2023-11-23 23:16,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,2.21627903,-1,398,8-5-4-5-5-10-3-1-4-7,4.72E-06,5.42,0,18,398,4-4-5-5-5-10-3-4-1-7,5.41,0,18,398,4-4-5-5-5-10-3-4-1-7
paper1,rnd_0-10-10-10-medium-inversely-mixed-heterogeneous,2023-11-24 23:33,0,10,10,10,medium,inversely,mixed,heterogeneous,2023-11-24 23:33,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.826400995,-1,6188.42,0-0-0-0-5-9-7-4-2-6,9.62E-05,5.39,0,17,6188.42,0-0-0-0-5-9-7-4-2-6,5.39,0,17,6188.42,0-0-0-0-5-9-7-4-2-6
paper1,rnd_0-10-10-10-small-inversely-mixed-heterogeneous,2023-11-24 23:30,0,10,10,10,small,inversely,mixed,heterogeneous,2023-11-24 23:30,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.83518815,-1,6188.42,0-0-0-0-5-9-7-4-2-6,9.62E-05,5.41,0,17,6188.42,0-0-0-0-5-9-7-4-2-6,5.39,0,17,6188.42,0-0-0-0-5-9-7-4-2-6
paper1,rnd_2-50-50-5-small-identical-mixed-homogeneous,2023-11-24 18:19,2,50,50,5,small,identical,mixed,homogeneous,2023-11-24 18:19,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,6.788563967,-1,16568.59,20-38-16-50-44,0,5.42,0,15,16568.59,20-38-16-50-44,5.37,0,15,16568.59,20-38-16-50-44
paper1,rnd_5-10-10-10-small-inversely-relative-homogeneous,2023-11-24 09:50,5,10,10,10,small,inversely,relative,homogeneous,2023-11-24 09:50,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.596374989,-1,412.89,0-0-0-0-6-5-8-3-2-1,1.09E-05,5.35,0,16,412.89,0-0-0-0-5-3-6-8-2-1,5.34,0,16,412.89,0-0-0-0-5-3-6-8-2-1
paper1,rnd_1-100-100-5-small-inversely-absolute-heterogeneous,2023-11-25 01:14,1,100,100,5,small,inversely,absolute,heterogeneous,2023-11-25 01:14,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,24.27419901,-1,13972,81-74-23-48-76,8.05E-05,5.37,0,14,13972,81-74-23-48-76,5.33,0,14,13972,81-74-23-48-76
paper1,rnd_3-50-50-5-medium-identical-mixed-heterogeneous,2023-11-24 21:40,3,50,50,5,medium,identical,mixed,heterogeneous,2023-11-24 21:40,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,11.63944197,-1,100951.68,10-49-2-33-22,0,5.34,0,9,100951.68,10-49-2-33-22,5.33,0,9,100951.68,10-49-2-33-22
paper1,rnd_8-50-50-10-small-inversely-mixed-heterogeneous,2023-11-24 02:45,8,50,50,10,small,inversely,mixed,heterogeneous,2023-11-24 02:45,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,15.4502151,-1,35322.41,31-24-30-48-27-34-13-43-38-4,6.58E-05,5.31,8.78E-05,19,35322.41,31-24-30-48-27-34-13-43-38-4,5.33,8.78E-05,19,35322.41,31-24-30-48-27-34-13-43-38-4
paper1,rnd_7-50-50-5-large-identical-absolute-heterogeneous,2023-11-24 01:23,7,50,50,5,large,identical,absolute,heterogeneous,2023-11-24 01:23,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,3.692805052,-1,70500,46-14-23-28-49,0,5.32,0,10,70500,38-14-23-28-49,5.32,0,10,70500,38-14-23-28-49
paper1,rnd_5-10-10-10-medium-inversely-relative-homogeneous,2023-11-24 09:55,5,10,10,10,medium,inversely,relative,homogeneous,2023-11-24 09:55,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.592900038,-1,412.89,0-0-0-0-6-5-8-3-2-1,1.09E-05,5.3,0,16,412.89,0-0-0-0-5-3-6-8-2-1,5.31,0,16,412.89,0-0-0-0-5-3-6-8-2-1
paper1,rnd_9-10-10-10-small-inversely-mixed-heterogeneous,2023-11-24 03:31,9,10,10,10,small,inversely,mixed,heterogeneous,2023-11-24 03:31,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.109918118,-1,5805.56,0-0-1-6-10-5-2-4-3-8,0,5.28,6.94E-05,16,5805.56,0-0-1-6-10-5-2-4-3-8,5.29,6.94E-05,16,5805.56,0-0-1-6-10-5-2-4-3-8
paper1,rnd_6-50-50-5-small-inversely-relative-homogeneous,2023-11-24 16:02,6,50,50,5,small,inversely,relative,homogeneous,2023-11-24 16:02,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,9.401267052,-1,911.73,49-34-26-27-36,7.04E-05,5.32,9.78E-05,15,911.73,7-32-19-17-15,5.27,9.78E-05,15,911.73,7-32-19-17-15
paper1,rnd_0-10-10-10-medium-inversely-mixed-homogeneous,2023-11-24 23:33,0,10,10,10,medium,inversely,mixed,homogeneous,2023-11-24 23:33,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.179262877,-1,1043.37,0-0-10-8-7-5-2-9-6-4,1.91E-05,5.19,0,19,1043.37,0-0-10-8-7-5-2-9-6-4,5.22,0,19,1043.37,0-0-10-8-7-5-2-9-6-4
paper1,rnd_0-10-10-10-small-inversely-mixed-homogeneous,2023-11-24 23:30,0,10,10,10,small,inversely,mixed,homogeneous,2023-11-24 23:30,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.166872978,-1,1043.37,0-0-10-8-7-5-2-9-6-4,1.91E-05,5.19,0,19,1043.37,0-0-10-8-7-5-2-9-6-4,5.21,0,19,1043.37,0-0-10-8-7-5-2-9-6-4
paper1,rnd_7-50-50-5-large-identical-absolute-homogeneous,2023-11-24 01:22,7,50,50,5,large,identical,absolute,homogeneous,2023-11-24 01:22,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,4.445783138,-1,13000,7-17-23-28-49,0,5.22,0,10,13000,31-36-40-44-47,5.21,0,10,13000,31-36-40-44-47
paper1,rnd_4-10-10-10-small-inversely-relative-homogeneous,2023-11-24 22:34,4,10,10,10,small,inversely,relative,homogeneous,2023-11-24 22:34,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.35285306,-1,412.89,0-0-0-0-1-5-2-7-10-9,0,5.15,0,20,412.89,0-0-0-0-2-7-10-1-5-9,5.2,0,20,412.89,0-0-0-0-2-7-10-1-5-9
paper1,rnd_9-10-10-10-medium-inversely-mixed-heterogeneous,2023-11-23 23:12,9,10,10,10,medium,inversely,mixed,heterogeneous,2023-11-23 23:12,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.079160929,-1,5805.56,0-0-1-6-10-5-2-4-3-8,0,5.19,6.94E-05,16,5805.56,0-0-1-6-10-5-2-4-3-8,5.2,6.94E-05,16,5805.56,0-0-1-6-10-5-2-4-3-8
paper1,rnd_3-50-50-5-medium-inversely-mixed-heterogeneous,2023-11-24 21:38,3,50,50,5,medium,inversely,mixed,heterogeneous,2023-11-24 21:38,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,4.818053007,-1,10986.5,30-9-48-19-18,0,5.19,0,14,10986.5,30-9-48-19-18,5.19,0,14,10986.5,30-9-48-19-18
paper1,rnd_6-50-50-10-small-inversely-mixed-heterogeneous,2023-11-24 16:25,6,50,50,10,small,inversely,mixed,heterogeneous,2023-11-24 16:25,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,16.93608189,-1,39047.22,40-21-30-20-7-25-1-26-24-28,0,5.13,8.68E-05,15,39047.22,40-21-30-20-7-25-1-26-24-28,5.11,8.68E-05,15,39047.22,40-21-30-20-7-25-1-26-24-28
paper1,rnd_0-50-50-10-small-inversely-mixed-heterogeneous,2023-11-24 23:49,0,50,50,10,small,inversely,mixed,heterogeneous,2023-11-24 23:49,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,13.57407212,-1,37349.55,31-19-22-30-23-11-26-46-39-5,8.32E-05,5.09,0,17,37349.55,31-19-22-30-23-11-26-46-39-5,5.1,0,17,37349.55,31-19-22-30-23-11-26-46-39-5
paper1,rnd_5-10-10-10-large-inversely-relative-heterogeneous,2023-11-24 09:59,5,10,10,10,large,inversely,relative,heterogeneous,2023-11-24 09:59,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.845187902,-1,1795.17,0-0-0-0-0-0-6-4-2-3,0,5.1,0,17,1795.17,0-0-0-0-0-0-6-4-2-3,5.09,0,17,1795.17,0-0-0-0-0-0-6-4-2-3
paper1,rnd_4-10-10-10-medium-inversely-mixed-homogeneous,2023-11-24 22:36,4,10,10,10,medium,inversely,mixed,homogeneous,2023-11-24 22:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.41641593,-1,1097.42,0-0-6-4-2-5-7-1-10-9,5.08E-05,5.06,3.40E-05,22,1097.42,0-0-6-4-2-1-5-10-7-9,5.06,3.40E-05,22,1097.42,0-0-6-4-2-1-5-10-7-9
paper1,rnd_0-100-100-5-small-inversely-mixed-heterogeneous,2023-11-25 00:04,0,100,100,5,small,inversely,mixed,heterogeneous,2023-11-25 00:04,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,27.28010798,-1,23251.44,2-33-3-72-53,0,5.09,0,16,23251.44,2-33-3-72-53,5.05,0,16,23251.44,2-33-3-72-53
paper1,rnd_4-100-100-5-small-identical-mixed-homogeneous,2023-11-24 08:36,4,100,100,5,small,identical,mixed,homogeneous,2023-11-24 08:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,26.17091894,-1,53699.54,20-72-80-4-74,0,5.05,0,10,53699.54,20-72-80-4-74,5.01,0,10,53699.54,20-72-80-4-74
paper1,rnd_8-50-50-5-small-identical-mixed-homogeneous,2023-11-24 02:30,8,50,50,5,small,identical,mixed,homogeneous,2023-11-24 02:30,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,6.05034399,-1,14526.95,11-30-18-42-20,4.67E-05,4.96,0,13,14526.95,11-30-18-42-20,4.96,0,13,14526.95,11-30-18-42-20
paper1,rnd_7-10-10-10-medium-inversely-mixed-heterogeneous,2023-11-24 01:09,7,10,10,10,medium,inversely,mixed,heterogeneous,2023-11-24 01:09,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.992251158,-1,5982.02,0-0-0-3-4-7-6-2-10-1,0,4.91,0,17,5982.02,0-0-0-3-4-7-6-2-10-1,4.93,0,17,5982.02,0-0-0-3-4-7-6-2-10-1
paper1,rnd_3-50-50-5-small-inversely-mixed-homogeneous,2023-11-24 21:36,3,50,50,5,small,inversely,mixed,homogeneous,2023-11-24 21:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,8.223573923,-1,2063.03,6-16-30-17-22,0,4.96,7.02E-05,13,2063.03,6-38-17-30-22,4.91,7.02E-05,13,2063.03,6-38-17-30-22
paper1,rnd_4-10-10-10-large-inversely-relative-homogeneous,2023-11-24 22:39,4,10,10,10,large,inversely,relative,homogeneous,2023-11-24 22:39,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.798914194,-1,324.36,0-0-0-0-0-0-1-2-4-3,0,4.88,4.34E-05,13,324.36,0-0-0-0-0-0-1-2-4-3,4.88,4.34E-05,13,324.36,0-0-0-0-0-0-1-2-4-3
paper1,rnd_4-10-10-10-small-inversely-mixed-homogeneous,2023-11-24 22:34,4,10,10,10,small,inversely,mixed,homogeneous,2023-11-24 22:34,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.35622406,-1,1097.42,0-0-6-4-2-5-7-1-10-9,5.08E-05,4.86,3.40E-05,22,1097.42,0-0-6-4-2-1-5-10-7-9,4.88,3.40E-05,22,1097.42,0-0-6-4-2-1-5-10-7-9
paper1,rnd_7-10-10-10-small-inversely-relative-heterogeneous,2023-11-24 01:03,7,10,10,10,small,inversely,relative,heterogeneous,2023-11-24 01:03,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.785551071,-1,2735.52,0-0-0-3-4-7-6-2-10-1,0,4.84,0,15,2735.52,0-0-0-3-4-7-6-2-10-1,4.87,0,15,2735.52,0-0-0-3-4-7-6-2-10-1
paper1,rnd_2-10-10-10-large-identical-mixed-heterogeneous,2023-11-25 01:55,2,10,10,10,large,identical,mixed,heterogeneous,2023-11-25 01:55,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.748511076,-1,11503.68,0-0-0-0-0-0-10-1-2-5,0,4.86,0,15,11503.68,0-0-0-0-0-0-10-1-2-5,4.85,0,15,11503.68,0-0-0-0-0-0-10-1-2-5
paper1,rnd_7-10-10-10-medium-inversely-relative-heterogeneous,2023-11-24 01:08,7,10,10,10,medium,inversely,relative,heterogeneous,2023-11-24 01:08,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.777013779,-1,2735.52,0-0-0-3-4-7-6-2-10-1,0,4.81,0,15,2735.52,0-0-0-3-4-7-6-2-10-1,4.83,0,15,2735.52,0-0-0-3-4-7-6-2-10-1
paper1,rnd_0-50-50-5-small-identical-mixed-heterogeneous,2023-11-24 23:39,0,50,50,5,small,identical,mixed,heterogeneous,2023-11-24 23:39,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,5.395390034,-1,75945.07,48-33-47-36-25,0,4.82,0,13,75945.07,48-33-47-36-25,4.81,0,13,75945.07,48-33-47-36-25
paper1,rnd_6-100-100-5-small-inversely-absolute-heterogeneous,2023-11-24 17:05,6,100,100,5,small,inversely,absolute,heterogeneous,2023-11-24 17:05,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,24.94387293,-1,14735,18-48-29-42-99,6.49E-05,4.83,6.79E-05,14,14735,18-48-29-42-99,4.81,6.79E-05,14,14735,18-48-29-42-99
paper1,rnd_9-10-10-10-large-inversely-mixed-heterogeneous,2023-11-23 23:16,9,10,10,10,large,inversely,mixed,heterogeneous,2023-11-23 23:16,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.897902012,-1,3975.89,0-0-0-0-0-0-10-1-4-3,0,4.78,0,13,3975.89,0-0-0-0-0-0-10-1-4-3,4.8,0,13,3975.89,0-0-0-0-0-0-10-1-4-3
paper1,rnd_8-50-50-5-medium-identical-mixed-homogeneous,2023-11-24 02:31,8,50,50,5,medium,identical,mixed,homogeneous,2023-11-24 02:31,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,5.258710861,-1,21461.67,16-5-20-50-35,0,4.82,0,9,21461.67,16-5-20-50-35,4.8,0,9,21461.67,16-5-20-50-35
paper1,rnd_0-10-10-10-large-inversely-absolute-homogeneous,2023-11-24 23:35,0,10,10,10,large,inversely,absolute,homogeneous,2023-11-24 23:35,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.069818974,-1,434,7-5-2-5-2-10-7-3-2-1,3.97E-05,4.8,0,19,434,1-1-3-1-3-5-1-3-10-7,4.79,0,19,434,1-1-3-1-3-5-1-3-10-7
paper1,rnd_1-10-10-10-medium-identical-mixed-homogeneous,2023-11-25 00:40,1,10,10,10,medium,identical,mixed,homogeneous,2023-11-25 00:40,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.712681055,-1,1810.2,0-0-0-0-8-4-2-7-10-1,0,4.78,9.85E-05,17,1810.2,0-0-0-0-8-4-9-2-10-1,4.79,9.85E-05,17,1810.2,0-0-0-0-8-4-9-2-10-1
paper1,rnd_2-50-50-10-small-inversely-mixed-heterogeneous,2023-11-24 18:40,2,50,50,10,small,inversely,mixed,heterogeneous,2023-11-24 18:40,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,16.07589412,-1,37126.18,15-17-24-36-42-26-6-8-29-40,0,4.88,0,14,37126.18,15-17-24-36-42-26-6-8-29-40,4.79,0,14,37126.18,15-17-24-36-42-26-6-8-29-40
paper1,rnd_1-10-10-10-small-identical-mixed-homogeneous,2023-11-25 00:38,1,10,10,10,small,identical,mixed,homogeneous,2023-11-25 00:38,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.707931042,-1,1810.2,0-0-0-0-8-4-2-7-10-1,0,4.7,9.85E-05,17,1810.2,0-0-0-0-8-4-9-2-10-1,4.74,9.85E-05,17,1810.2,0-0-0-0-8-4-9-2-10-1
paper1,rnd_7-10-10-10-small-inversely-mixed-heterogeneous,2023-11-24 01:03,7,10,10,10,small,inversely,mixed,heterogeneous,2023-11-24 01:03,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.94345212,-1,5982.02,0-0-0-3-4-7-6-2-10-1,0,4.72,0,17,5982.02,0-0-0-3-4-7-6-2-10-1,4.72,0,17,5982.02,0-0-0-3-4-7-6-2-10-1
paper1,rnd_4-50-50-5-medium-identical-absolute-homogeneous,2023-11-24 22:44,4,50,50,5,medium,identical,absolute,homogeneous,2023-11-24 22:44,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,3.785492182,-1,11400,4-32-10-16-24,0,4.75,0,10,11400,4-32-10-16-24,4.72,0,10,11400,4-32-10-16-24
paper1,rnd_7-100-100-5-small-inversely-absolute-heterogeneous,2023-11-24 01:39,7,100,100,5,small,inversely,absolute,heterogeneous,2023-11-24 01:39,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,21.41755009,-1,14656,11-71-98-73-70,0,4.69,0,14,14656,11-71-98-73-70,4.72,0,14,14656,11-71-98-73-70
paper1,rnd_6-100-100-5-small-inversely-mixed-heterogeneous,2023-11-24 17:07,6,100,100,5,small,inversely,mixed,heterogeneous,2023-11-24 17:07,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,37.24922395,-1,24106.78,43-48-29-42-99,0,4.74,0,12,24106.78,43-48-29-42-99,4.71,0,12,24106.78,43-48-29-42-99
paper1,rnd_6-10-10-10-large-inversely-relative-homogeneous,2023-11-24 15:58,6,10,10,10,large,inversely,relative,homogeneous,2023-11-24 15:58,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.156763077,-1,320.29,0-0-0-0-0-8-1-5-9-7,1.89E-06,4.67,6.21E-05,12,320.29,0-0-0-0-0-8-1-5-9-7,4.7,6.21E-05,12,320.29,0-0-0-0-0-8-1-5-9-7
paper1,rnd_5-50-50-10-small-identical-absolute-heterogeneous,2023-11-24 10:20,5,50,50,10,small,identical,absolute,heterogeneous,2023-11-24 10:20,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,9.350033998,-1,108000,28-14-38-34-44-50-15-31-19-17,0,4.71,0,12,108000,28-14-38-34-44-50-15-31-19-17,4.67,0,12,108000,28-14-38-34-44-50-15-31-19-17
paper1,rnd_5-50-50-5-medium-identical-absolute-heterogeneous,2023-11-24 10:14,5,50,50,5,medium,identical,absolute,heterogeneous,2023-11-24 10:14,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,6.168410063,-1,54500,48-16-37-46-15,9.58E-07,4.66,0,9,54500,48-16-37-46-15,4.66,0,9,54500,48-16-37-46-15
paper1,rnd_7-10-10-10-small-inversely-absolute-homogeneous,2023-11-24 01:03,7,10,10,10,small,inversely,absolute,homogeneous,2023-11-24 01:03,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,1.172479868,-1,558,3-1-3-2-9-1-7-6-4-10,7.62E-06,4.71,0,16,558,9-1-3-9-2-1-7-6-4-10,4.65,0,16,558,9-1-3-9-2-1-7-6-4-10
paper1,rnd_9-100-100-5-small-inversely-relative-heterogeneous,2023-11-23 23:53,9,100,100,5,small,inversely,relative,heterogeneous,2023-11-23 23:53,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,32.35193205,-1,11400.37,88-8-95-7-40,8.12E-05,4.7,0,14,11400.37,88-8-95-7-40,4.64,0,14,11400.37,88-8-95-7-40
paper1,rnd_8-10-10-10-small-inversely-relative-heterogeneous,2023-11-24 02:17,8,10,10,10,small,inversely,relative,heterogeneous,2023-11-24 02:17,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,0.854586124,-1,2843.53,0-0-0-0-5-1-3-8-10-7,5.28E-05,4.66,0,18,2843.53,0-0-0-0-5-1-3-8-10-7,4.63,0,18,2843.53,0-0-0-0-5-1-3-8-10-7
paper1,rnd_2-50-50-5-medium-inversely-mixed-heterogeneous,2023-11-24 18:30,2,50,50,5,medium,inversely,mixed,heterogeneous,2023-11-24 18:30,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,5.85869503,-1,11411.57,49-14-8-27-4,0,4.63,0,12,11411.57,49-14-8-27-4,4.61,0,12,11411.57,49-14-8-27-4
