project,keyword,created,seed,locations,customers,periods,patronizing,rewards,replenishment,character,updated,commit,branch,bdl_runtime,bdl_iterations,bdl_objective,bdl_solution,bdl_optgap,bd5_runtime,bd5_optgap,bd5_iterations,bd5_objective,bd5_solution,bds_runtime,bds_optgap,bds_iterations,bds_objective,bds_solution
paper1,rnd_9-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 00:36,9,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 00:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00191,-1,10532.02,54-78-79-21-5-98-90-33-74-18,0.062694437,18001.09,inf,64,10566.23,54-78-48-79-3-1-33-90-18-69,18001.38,0.147972899,7,10355.35,5-90-8-1-78-33-91-3-48-49
paper1,rnd_7-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 02:03,7,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 02:03,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00145,-1,10444.73,43-71-14-95-100-13-18-28-33-7,0.064399973,18001.09,inf,64,10444.73,43-71-14-95-100-13-18-28-33-7,18001.37,0.14164085,6,9728.53,35-95-24-14-26-64-85-19-41-71
paper1,rnd_5-100-100-10-large-inversely-mixed-heterogeneous,2023-11-24 15:16,5,100,100,10,large,inversely,mixed,heterogeneous,2023-11-24 15:16,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00292,-1,42423.37,0-0-0-0-41-24-52-50-53-99,0.100448826,18001.12,inf,65,43776.69,0-0-0-14-50-93-88-44-99-3,18001.34,0.249947646,11,41086.85,22-49-49-46-13-88-99-44-81-84
paper1,rnd_9-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 00:30,9,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 00:30,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.0017,-1,5498,40-78-54-79-58-3-98-33-90-18,0.060428463,18001.07,inf,64,5513,5-48-90-54-78-1-91-33-3-49,18001.34,0.126730182,7,5330,3-5-90-78-58-98-28-54-79-47
paper1,rnd_5-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 14:56,5,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 14:56,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00156,-1,5561,41-13-14-44-93-88-99-3-50-45,0.037724143,18001.04,inf,64,5558,13-49-90-14-99-93-88-44-3-61,18001.33,0.095088819,6,5169,52-99-44-49-38-22-13-30-81-15
paper1,rnd_6-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 00:41,6,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 00:41,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00135,-1,10774.38,38-94-52-60-82-51-58-8-39-17,0.033710405,18001.05,inf,64,10774.38,38-94-52-60-82-51-58-8-39-17,18001.32,0.117748389,6,10122.76,82-38-5-94-51-15-60-52-93-19
paper1,rnd_8-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 03:13,8,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 03:13,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00173,-1,10537.87,12-28-31-38-70-54-45-91-57-3,0.051834743,18001.06,inf,64,10566.7,67-31-28-19-13-54-45-57-55-84,18001.29,0.117196853,7,10445.04,31-54-45-8-48-70-3-91-57-21
paper1,rnd_0-100-100-10-large-inversely-mixed-homogeneous,2023-11-25 00:22,0,100,100,10,large,inversely,mixed,homogeneous,2023-11-25 00:22,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00319,-1,10293.05,32-64-53-7-56-55-28-9-94-10,0.065621627,18001.22,inf,65,10361.24,53-55-56-91-10-64-94-9-69-51,18001.28,0.142650148,7,10041.32,94-45-94-91-56-65-64-51-9-10
paper1,rnd_7-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 02:00,7,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 02:00,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00074,-1,5467,43-64-71-41-14-24-35-16-98-51,0.050323718,18001.12,inf,64,5467,43-64-71-41-14-24-35-16-51-98,18001.28,0.1348559,6,5088,28-35-43-71-41-14-16-32-7-75
paper1,rnd_8-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 03:10,8,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 03:10,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00144,-1,5525,28-31-45-54-38-70-3-91-57-21,0.037731364,18001.09,inf,64,5525,28-31-45-54-38-70-3-91-57-21,18001.25,0.130140742,6,5074,19-24-67-4-13-70-45-57-49-18
paper1,rnd_1-100-100-10-large-inversely-absolute-homogeneous,2023-11-25 01:36,1,100,100,10,large,inversely,absolute,homogeneous,2023-11-25 01:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00173,-1,5348,30-66-42-74-73-49-86-48-64-97,0.066632605,18001.12,inf,64,5371,74-48-76-66-64-42-59-49-56-39,18001.24,0.115238954,6,5090,66-54-40-74-48-73-86-82-97-64
paper1,rnd_1-100-100-10-large-inversely-mixed-heterogeneous,2023-11-25 01:36,1,100,100,10,large,inversely,mixed,heterogeneous,2023-11-25 01:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.0032,-1,45800.17,0-0-0-0-48-66-49-38-73-62,0.051351255,18001.05,inf,65,45800.17,0-0-0-0-48-66-49-38-73-62,18001.24,0.282382875,10,42949.19,0-74-0-66-38-48-45-73-49-62
paper1,rnd_6-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 00:36,6,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 00:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00117,-1,5614,38-94-52-60-82-51-58-8-39-17,0.032387743,18001.13,inf,64,5614,38-94-82-52-60-51-58-8-39-17,18001.24,0.122248076,7,5478,38-94-52-58-60-17-82-51-8-39
paper1,rnd_1-100-100-10-large-inversely-absolute-heterogeneous,2023-11-25 01:34,1,100,100,10,large,inversely,absolute,heterogeneous,2023-11-25 01:34,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,5230.421203,-1,30841,48-20-70-66-49-91-59-64-73-62,9.54E-05,18001.06,inf,65,30841,48-20-70-66-49-91-59-64-73-62,18001.23,0.114571268,9,30062,48-48-40-5-64-49-66-59-73-62
paper1,rnd_0-100-100-10-large-inversely-absolute-homogeneous,2023-11-25 00:22,0,100,100,10,large,inversely,absolute,homogeneous,2023-11-25 00:22,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00138,-1,5388,53-55-56-91-10-64-94-9-51-69,0.052742177,18001.13,inf,64,5379,53-55-56-91-69-51-64-9-94-10,18001.21,0.112252252,6,5008,94-45-15-55-56-99-19-10-9-66
paper1,rnd_2-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 20:59,2,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 20:59,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00159,-1,10988.02,25-72-69-15-18-89-55-30-10-97,0.024270633,18001.08,inf,64,10988.02,25-72-69-15-18-89-55-30-10-97,18001.21,0.135571635,7,10283.75,69-55-72-15-44-89-57-93-18-1
paper1,rnd_3-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 22:18,3,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 22:18,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00157,-1,5488,30-59-86-69-74-32-89-71-39-38,0.065603255,18001.07,inf,64,5521,49-86-30-69-74-28-32-4-89-36,18001.21,0.110599894,6,5153,28-69-69-86-74-58-32-89-59-26
paper1,rnd_0-100-100-10-large-inversely-mixed-heterogeneous,2023-11-25 00:22,0,100,100,10,large,inversely,mixed,heterogeneous,2023-11-25 00:22,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00209,-1,48361.47,0-0-0-0-69-10-94-51-9-64,0.045432261,18001.08,inf,66,48361.47,0-0-0-0-69-10-94-51-9-64,18001.19,0.28921019,10,44357.7,0-10-85-87-75-45-67-99-26-64
paper1,rnd_0-100-100-10-large-inversely-relative-heterogeneous,2023-11-25 00:22,0,100,100,10,large,inversely,relative,heterogeneous,2023-11-25 00:22,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00325,-1,21487.94,0-0-0-0-69-10-94-51-9-64,0.05307948,18001.1,inf,65,21487.94,0-0-0-0-69-10-94-51-9-64,18001.18,0.263760844,10,18735.24,0-0-94-85-45-10-48-51-9-64
paper1,rnd_5-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 14:56,5,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 14:56,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00143,-1,10674.37,41-13-14-44-93-88-99-3-50-45,0.042098826,18001.07,inf,64,10674.37,41-13-14-44-93-88-99-3-50-45,18001.18,0.118614281,7,10362.88,44-14-81-88-45-50-41-93-3-99
paper1,rnd_2-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 20:43,2,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 20:43,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00078,-1,5677,46-72-25-89-15-69-18-57-55-97,0.04056349,18001.02,inf,63,5727,25-72-69-15-18-89-55-30-10-97,18001.16,0.099705219,6,5359,68-78-72-15-69-18-89-46-25-48
paper1,rnd_3-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 22:18,3,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 22:18,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.0011,-1,10556.04,49-69-30-86-59-74-32-89-28-26,0.060280865,18001.05,inf,64,10589.64,69-84-30-86-28-74-59-26-33-32,18001.16,0.127223795,7,10267.66,7-89-86-63-32-59-71-74-76-26
paper1,rnd_9-100-100-10-large-inversely-relative-homogeneous,2023-11-24 00:34,9,100,100,10,large,inversely,relative,homogeneous,2023-11-24 00:34,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00143,-1,3611.73,0-0-0-0-79-33-5-18-69-90,0.127487204,18001.14,inf,65,3594.07,0-0-0-33-54-78-58-91-98-3,18001.16,0.250244948,8,2906.51,0-48-79-5-21-53-74-33-18-90
paper1,rnd_1-100-100-10-large-identical-mixed-heterogeneous,2023-11-25 01:36,1,100,100,10,large,identical,mixed,heterogeneous,2023-11-25 01:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,17843.63868,-1,794705.26,0-0-0-0-0-29-57-43-33-62,9.94E-05,18001.09,inf,65,794705.26,0-0-0-0-0-29-57-43-33-62,18001.15,0.202730122,11,780948.59,0-0-0-42-10-13-2-43-78-53
paper1,rnd_3-100-100-10-large-inversely-relative-homogeneous,2023-11-24 22:18,3,100,100,10,large,inversely,relative,homogeneous,2023-11-24 22:18,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00194,-1,3659.55,0-0-0-0-74-59-41-49-26-32,0.10682524,18001.02,inf,64,3653.27,0-0-0-0-74-86-32-69-89-28,18001.15,0.213565113,6,2550.67,39-30-22-46-49-4-8-69-74-32
paper1,rnd_4-100-100-10-large-inversely-mixed-heterogeneous,2023-11-24 09:27,4,100,100,10,large,inversely,mixed,heterogeneous,2023-11-24 09:27,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.0014,-1,40702.04,0-0-0-73-48-21-60-62-82-59,0.080236703,18001.18,inf,65,41292.43,0-0-0-21-48-62-12-60-59-91,18001.15,0.25881378,10,38319.31,21-71-92-93-48-62-60-91-12-59
paper1,rnd_4-100-100-10-large-inversely-mixed-homogeneous,2023-11-24 09:27,4,100,100,10,large,inversely,mixed,homogeneous,2023-11-24 09:27,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00116,-1,10456.59,73-1-93-21-62-12-60-48-59-91,0.03736678,18001.09,inf,64,10474.18,25-93-21-62-59-48-60-82-94-22,18001.15,0.127399617,8,10391.2,12-71-48-21-62-59-82-60-94-22
paper1,rnd_6-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 00:41,6,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 00:41,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.0015,-1,30217,15-38-60-8-51-94-68-52-82-50,0.027363657,18001.14,inf,65,30251,8-58-38-60-51-94-52-48-82-19,18001.15,0.133663366,10,29312,60-89-51-68-8-82-94-32-52-50
paper1,rnd_2-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 20:50,2,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 20:50,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,17859.01027,-1,32019,46-72-89-18-25-15-69-68-97-55,9.96E-05,18001.08,inf,66,32019,46-72-89-18-25-15-69-68-97-55,18001.14,0.117632114,10,31488,89-72-57-68-18-25-15-97-69-55
paper1,rnd_4-100-100-10-large-identical-mixed-heterogeneous,2023-11-24 09:23,4,100,100,10,large,identical,mixed,heterogeneous,2023-11-24 09:23,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,16982.87093,-1,717926.16,0-0-0-0-25-78-33-16-55-95,9.98E-05,18001.11,inf,65,717926.16,0-0-0-0-25-78-33-16-55-95,18001.14,0.309331559,9,644586.47,0-0-64-35-27-39-16-55-40-24
paper1,rnd_1-100-100-10-large-inversely-mixed-homogeneous,2023-11-25 01:36,1,100,100,10,large,inversely,mixed,homogeneous,2023-11-25 01:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00167,-1,10255.2,74-76-30-48-59-49-70-66-42-64,0.072190029,18001.13,inf,65,10386.64,74-70-49-48-59-6-42-40-66-64,18001.13,0.105991977,7,9793.78,66-50-42-40-75-64-48-73-59-49
paper1,rnd_2-100-100-10-large-inversely-relative-homogeneous,2023-11-24 20:52,2,100,100,10,large,inversely,relative,homogeneous,2023-11-24 20:52,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00123,-1,3670.78,0-0-0-0-15-69-57-18-1-89,0.121071782,18001.11,inf,64,3747.44,0-0-0-72-21-69-71-13-33-15,18001.12,0.210537397,8,3094.83,0-0-0-9-4-89-15-69-25-56
paper1,rnd_5-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 14:56,5,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 14:56,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00177,-1,29211,14-41-81-45-50-88-44-3-93-99,0.008066041,18001.1,inf,65,29211,14-41-81-45-50-88-44-3-93-99,18001.12,0.114136894,11,28600,93-49-44-99-81-50-45-24-100-58
paper1,rnd_8-100-100-10-large-inversely-mixed-heterogeneous,2023-11-24 03:13,8,100,100,10,large,inversely,mixed,heterogeneous,2023-11-24 03:13,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00478,-1,46768.03,0-0-0-54-38-30-48-19-70-1,0.095214308,18001.07,inf,66,47206.59,0-0-0-31-45-54-80-19-43-29,18001.12,0.194190926,9,43835.41,67-31-45-80-46-82-65-54-1-19
paper1,rnd_9-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 00:32,9,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 00:32,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00099,-1,30649,1-40-79-78-3-58-54-98-33-38,0.029520472,18001.14,inf,65,30750,5-79-98-3-58-54-78-33-38-74,18001.12,0.131436493,9,30233,40-79-4-78-3-58-98-33-54-38
paper1,rnd_1-100-100-10-large-inversely-relative-homogeneous,2023-11-25 01:36,1,100,100,10,large,inversely,relative,homogeneous,2023-11-25 01:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.0048,-1,3483.97,0-0-0-0-3-59-56-50-39-49,0.149371185,18001.05,inf,65,3574.33,0-0-0-0-48-6-42-40-66-64,18001.11,0.272913551,8,3023.72,0-0-96-30-10-14-74-56-76-20
paper1,rnd_3-100-100-10-large-identical-mixed-heterogeneous,2023-11-24 22:18,3,100,100,10,large,identical,mixed,heterogeneous,2023-11-24 22:18,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00326,-1,723022.01,0-0-0-0-0-69-5-20-31-54,0.06631895,18001.16,inf,66,723469.31,0-0-0-0-0-66-79-97-99-61,18001.1,0.235433535,9,665150.04,0-0-84-3-76-99-98-27-65-61
paper1,rnd_4-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 09:23,4,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 09:23,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,5573.092299,-1,28235,93-71-25-21-60-62-59-82-94-22,1.00E-04,18001.09,inf,66,28235,93-71-25-21-60-62-59-82-94-22,18001.1,0.087026047,13,28141,93-12-25-21-60-62-59-82-94-22
paper1,rnd_4-100-100-10-large-inversely-absolute-homogeneous,2023-11-24 09:23,4,100,100,10,large,inversely,absolute,homogeneous,2023-11-24 09:23,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00104,-1,5449,25-93-21-62-59-48-60-82-94-22,0.022852964,18001.11,inf,63,5431,73-1-93-21-62-12-60-48-59-91,18001.1,0.115335405,6,5153,71-5-73-60-91-21-12-48-81-59
paper1,rnd_7-100-100-10-large-inversely-relative-heterogeneous,2023-11-24 02:00,7,100,100,10,large,inversely,relative,heterogeneous,2023-11-24 02:00,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00089,-1,21636.73,0-0-0-0-66-64-24-88-16-14,0.078253602,18001.04,inf,65,21636.73,0-0-0-0-66-64-24-88-16-14,18001.1,0.232082913,10,18675.36,0-0-0-41-98-14-100-24-71-16
paper1,rnd_2-100-100-10-large-inversely-mixed-heterogeneous,2023-11-24 21:04,2,100,100,10,large,inversely,mixed,heterogeneous,2023-11-24 21:04,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.0028,-1,47752.63,0-0-18-72-43-69-14-71-15-68,0.054289126,18001.08,inf,65,47752.63,0-0-18-72-43-69-14-71-15-68,18001.09,0.255539511,11,45346.41,15-26-18-72-43-46-69-61-99-68
paper1,rnd_5-100-100-10-large-inversely-relative-heterogeneous,2023-11-24 14:54,5,100,100,10,large,inversely,relative,heterogeneous,2023-11-24 14:54,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00181,-1,18774.42,0-0-0-0-67-41-28-53-99-39,0.095870287,18001.07,inf,66,19297.8,0-0-0-0-28-3-41-50-53-99,18001.09,0.276239863,11,17830.63,0-0-0-0-30-67-83-99-88-96
paper1,rnd_7-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 02:00,7,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 02:00,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00097,-1,32668,12-41-98-35-64-71-24-16-14-63,0.019744548,18001.16,inf,65,32668,12-41-98-35-64-71-24-16-14-63,18001.09,0.127997499,9,31779,100-43-71-95-98-35-51-16-14-32
paper1,rnd_8-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 03:13,8,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 03:13,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00223,-1,31632,54-31-38-67-19-18-48-70-49-1,0.038356397,18001.15,inf,64,31873,57-31-18-46-19-70-38-30-10-1,18001.09,0.130730375,9,31248,85-18-67-30-46-19-70-10-38-1
paper1,rnd_8-100-100-10-large-inversely-relative-homogeneous,2023-11-24 03:13,8,100,100,10,large,inversely,relative,homogeneous,2023-11-24 03:13,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00123,-1,3534.77,0-0-0-0-0-28-57-24-3-45,0.144798307,18001.08,inf,64,3667.02,0-0-0-0-54-70-3-67-57-91,18001.09,0.286372887,8,2864.17,0-80-70-54-48-13-3-45-57-19
paper1,rnd_0-100-100-10-large-identical-relative-homogeneous,2023-11-25 00:22,0,100,100,10,large,identical,relative,homogeneous,2023-11-25 00:22,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,16264.43323,-1,65493.48,0-0-0-0-0-45-97-92-37-30,9.94E-05,18001.11,inf,66,65493.48,0-0-0-0-0-45-97-37-92-30,18001.08,0.255417775,10,62236.75,0-0-0-0-97-0-67-92-95-30
paper1,rnd_0-100-100-10-large-inversely-absolute-heterogeneous,2023-11-25 00:22,0,100,100,10,large,inversely,absolute,heterogeneous,2023-11-25 00:22,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00197,-1,31445,32-56-55-69-94-9-91-51-10-64,0.030062445,18001.04,inf,64,31519,32-55-56-91-69-94-51-64-10-9,18001.08,0.105766777,10,31334,55-32-56-69-94-91-51-64-9-10
paper1,rnd_3-100-100-10-large-inversely-absolute-heterogeneous,2023-11-24 22:18,3,100,100,10,large,inversely,absolute,heterogeneous,2023-11-24 22:18,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,12834.34175,-1,29022,69-84-30-74-86-59-32-49-83-17,9.95E-05,18001.06,inf,65,29017,49-69-59-86-74-32-7-89-43-17,18001.08,0.103094576,10,28531,30-71-32-67-74-86-7-59-85-17
paper1,rnd_7-100-100-10-large-identical-relative-homogeneous,2023-11-24 01:58,7,100,100,10,large,identical,relative,homogeneous,2023-11-24 01:58,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00098,-1,63661.24,0-0-0-0-0-52-26-9-47-94,0.068646402,18001.02,inf,65,63053.58,0-0-0-0-0-0-92-70-94-9,18001.08,0.256904225,8,55618.28,0-0-0-0-35-27-21-87-74-49
paper1,rnd_9-100-100-10-large-inversely-mixed-heterogeneous,2023-11-24 00:36,9,100,100,10,large,inversely,mixed,heterogeneous,2023-11-24 00:36,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00162,-1,44318.16,0-0-0-62-48-93-5-40-31-74,0.098442497,18001.13,inf,65,45358.39,0-0-58-78-40-49-54-1-3-33,18001.08,0.20008487,9,39821.45,3-48-90-14-65-28-80-40-1-33
paper1,rnd_0-100-100-10-medium-identical-mixed-heterogeneous,2023-11-25 00:18,0,100,100,10,medium,identical,mixed,heterogeneous,2023-11-25 00:18,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,3333.551644,-1,656238.15,0-0-41-94-77-66-26-27-72-1,9.92E-05,18001.03,2.02820125,71,656238.15,0-0-41-94-77-66-26-27-72-1,18001.07,0.131624366,24,650438.51,0-94-66-30-92-4-26-1-72-27
paper1,rnd_2-100-100-10-medium-identical-mixed-heterogeneous,2023-11-24 20:10,2,100,100,10,medium,identical,mixed,heterogeneous,2023-11-24 20:10,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,2394.431982,-1,671500.2,0-68-73-78-37-64-27-98-83-6,9.86E-05,18001.02,inf,71,671500.2,0-68-73-78-37-64-27-98-83-6,18001.07,0.126133887,25,669484.93,73-68-78-17-37-64-27-98-83-6
paper1,rnd_4-100-100-10-large-inversely-relative-heterogeneous,2023-11-24 09:27,4,100,100,10,large,inversely,relative,heterogeneous,2023-11-24 09:27,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00154,-1,18341.94,0-0-0-0-21-25-60-59-94-82,0.095371524,18001.12,inf,66,18765.42,0-0-0-0-48-62-12-60-59-91,18001.07,0.228895876,10,15975.99,0-0-21-48-91-94-12-60-62-59
paper1,rnd_6-100-100-10-large-inversely-relative-homogeneous,2023-11-24 00:40,6,100,100,10,large,inversely,relative,homogeneous,2023-11-24 00:40,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00169,-1,3608.22,0-0-0-0-52-60-38-12-5-19,0.118311951,18001.03,inf,64,3629.82,0-0-0-0-94-26-92-44-70-52,18001.07,0.207009586,7,2931.83,0-94-51-98-26-77-65-50-52-82
paper1,rnd_7-100-100-10-large-identical-relative-heterogeneous,2023-11-24 01:58,7,100,100,10,large,identical,relative,heterogeneous,2023-11-24 01:58,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,11219.84079,-1,376432.72,0-0-0-0-0-66-87-57-94-9,9.87E-05,18001.02,inf,66,376432.72,0-0-0-0-0-66-87-57-94-9,18001.07,0.220366269,10,347179.13,0-0-0-0-0-66-86-39-80-17
paper1,rnd_7-100-100-10-large-inversely-relative-homogeneous,2023-11-24 02:00,7,100,100,10,large,inversely,relative,homogeneous,2023-11-24 02:00,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00101,-1,3557.61,0-0-0-0-14-58-38-19-35-43,0.141657899,18001.02,inf,64,3647.35,0-0-0-0-14-43-24-16-66-35,18001.07,0.230988434,8,3015.37,0-0-71-64-16-98-43-35-51-14
paper1,rnd_8-100-100-10-large-identical-mixed-homogeneous,2023-11-24 03:10,8,100,100,10,large,identical,mixed,homogeneous,2023-11-24 03:10,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,3751.689568,-1,176810.81,0-0-0-98-21-44-96-76-92-99,1.00E-04,18001.1,inf,66,176655.13,0-0-48-76-11-77-14-92-34-99,18001.06,0.336702323,21,176772.8,0-0-13-83-66-77-14-92-34-99
paper1,rnd_4-100-100-10-large-inversely-relative-homogeneous,2023-11-24 09:23,4,100,100,10,large,inversely,relative,homogeneous,2023-11-24 09:23,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00108,-1,3615.04,0-0-0-0-21-48-62-12-59-60,0.087692626,18001.1,inf,64,3611.97,0-0-0-0-48-62-12-59-60-91,18001.06,0.216664454,8,3071.24,0-0-0-0-26-31-43-21-60-25
paper1,rnd_5-100-100-10-large-inversely-relative-homogeneous,2023-11-24 14:56,5,100,100,10,large,inversely,relative,homogeneous,2023-11-24 14:56,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00141,-1,3692.89,0-0-0-93-50-44-14-99-88-3,0.091411442,18001.06,inf,64,3692.89,0-0-0-93-50-44-14-99-88-3,18001.06,0.205188116,8,3040.77,0-88-93-22-44-50-49-45-99-3
paper1,rnd_6-100-100-10-large-inversely-mixed-heterogeneous,2023-11-24 00:47,6,100,100,10,large,inversely,mixed,heterogeneous,2023-11-24 00:47,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00237,-1,44992.04,0-0-0-0-60-51-94-52-48-82,0.051182653,18001.05,inf,65,44894.97,0-0-0-60-51-52-63-94-48-82,18001.06,0.320703619,9,41241.69,0-62-58-51-86-60-52-48-94-82
paper1,rnd_8-100-100-10-large-identical-relative-homogeneous,2023-11-24 03:13,8,100,100,10,large,identical,relative,homogeneous,2023-11-24 03:13,32ff6d65e0f328158f4a0b81bd7e50f599ef5cee,paper1,18000.00085,-1,63797.19,0-0-0-0-0-0-26-98-76-87,0.071881496,18001.02,inf,65,63797.19,0-0-0-0-0-0-26-98-76-87,18001.06,0.258622488,8,58341.64,0-0-0-0-0-19-66-92-96-99
