project,keyword,created,seed,locations,customers,periods,patronizing,rewards,replenishment,character,updated,commit,branch,rnd_objective,rnd_solution,rnd_runtime,frw_objective,frw_solution,frw_runtime,bcw_objective,bcw_solution,bcw_runtime,prg_objective,prg_solution,prg_runtime,rlxt_lrz_objective,rlxt_lrz_runtime,rlxt_lrz_status,warm_lrz_objective,warm_lrz_solution,warm_lrz_runtime,warm_lrz_status,warm_lrz_optgap,cold_lrz_objective,cold_lrz_solution,cold_lrz_runtime,cold_lrz_status,cold_lrz_optgap,rlxt_net_objective,rlxt_net_runtime,rlxt_net_status,warm_net_objective,warm_net_solution,warm_net_runtime,warm_net_status,warm_net_optgap,cold_net_objective,cold_net_solution,cold_net_runtime,cold_net_status,cold_net_optgap,warm_lrz_check,cold_lrz_check,warm_net_check,cold_net_check,upper_bound,net_intgap,lrz_intgap,rnd_optgap,frw_optgap,bcw_optgap,prg_optgap,em1_objective,em1_solution,em1_runtime,em1_status,em1_optgap,em2_objective,em2_solution,em2_runtime,em2_status,em2_optgap
paper1,rnd_0-100-100-10-large-identical-absolute-heterogeneous,2023-11-11 13:31:11,0,100,100,10,large,identical,absolute,heterogeneous,2023-11-11 13:31:11,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,370100.0,44-47-64-67-67-9-83-21-36-87,0.0,506000.0,30-82-4-6-30-95-92-90-82-30,0.64,522800.0,0-0-5-4-97-33-82-92-95-30,0.63,523000.0,4-4-4-5-33-97-82-92-95-30,3.85,620200.0,6.71,2,523500.0,4-69-62-98-80-97-82-92-95-30,16190.37,2,7.88918166644712e-05,523500.0,32-49-21-98-80-97-82-92-95-30,18000.02,9,0.002165692356886866,538247.81,145.75,2,523500.0,10-65-87-98-80-97-82-92-95-30,18000.1,9,0.027507163323782235,522900.0,95-0-36-72-69-5-95-44-82-30,18000.13,9,0.025052591317651557,True,True,True,True,523500.0,0.0274,0.1559,0.293,0.0334,0.0013,0.001,188700.0,82-82-82-82-82-82-82-82-82-82,0.0,2,0.6395,227900.0,82-30-30-30-30-30-30-30-30-30,0.0,2,0.5647
paper1,rnd_0-100-100-10-large-identical-absolute-homogeneous,2023-11-11 13:27:55,0,100,100,10,large,identical,absolute,homogeneous,2023-11-11 13:27:55,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,66400.0,44-47-64-67-67-9-83-21-36-87,0.0,88800.0,30-82-44-52-84-36-30-72-95-82,0.53,92300.0,0-0-14-17-90-46-4-37-44-30,0.52,92200.0,14-14-14-23-13-5-95-44-82-30,3.24,110000.0,27.15,2,92500.0,40-23-72-92-90-36-12-84-95-30,18000.03,9,0.0054233115102592,92400.0,52-76-93-98-80-97-82-92-95-30,18000.03,9,0.013143373859263738,95301.2,146.21,2,92500.0,28-89-62-92-90-36-12-84-95-30,18000.1,9,0.024864864864864864,92200.0,11-0-9-14-5-69-46-44-82-30,18000.09,9,0.027114967462039046,True,True,True,True,92500.0,0.0294,0.1591,0.2822,0.04,0.0022,0.0032,35200.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.6195,35200.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.6195
paper1,rnd_0-100-100-10-large-identical-mixed-heterogeneous,2023-11-11 13:57:15,0,100,100,10,large,identical,mixed,heterogeneous,2023-11-11 13:57:15,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,446222.54,44-47-64-67-67-9-83-21-36-87,0.0,575413.7,30-82-4-44-30-46-33-82-96-30,0.92,814021.57,0-0-0-0-0-89-69-92-95-30,0.88,801482.7,0-0-0-0-0-26-84-92-95-30,5.1,1002687.47,29.54,2,816937.71,0-0-0-0-0-69-89-95-92-30,18000.04,9,0.0968284344215318,821826.59,0-0-0-0-0-69-46-44-82-30,18000.03,9,0.09079940280483667,941910.39,30.0,2,816937.72,0-0-0-0-0-69-89-95-92-30,18000.13,9,0.12700136885867547,810797.9,0-0-0-0-0-12-84-36-95-30,18000.15,9,0.12399269118027038,True,True,True,True,821826.59,0.1327,0.1853,0.457,0.2998,0.0095,0.0248,166497.0,82-82-82-82-82-82-82-82-82-82,0.0,2,0.7974,194569.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.7632
paper1,rnd_0-100-100-10-large-identical-mixed-homogeneous,2023-11-11 13:41:05,0,100,100,10,large,identical,mixed,homogeneous,2023-11-11 13:41:05,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,126807.11,44-47-64-67-67-9-83-21-36-87,0.0,168204.4,30-82-44-52-84-30-95-92-82-33,0.54,179531.24,0-0-41-45-90-4-46-37-44-30,0.53,179599.39,0-0-41-45-90-46-4-37-44-30,3.25,216658.41,22.24,2,179599.39,0-0-41-45-90-46-4-37-44-30,18000.03,9,0.04529368878909754,178782.05,0-0-34-50-76-46-95-44-82-30,18000.02,9,0.04941258157081172,187828.84,31.47,2,179949.83,0-0-58-98-71-36-12-84-95-30,12304.31,2,9.67963825944869e-05,179949.83,0-0-58-98-71-36-12-84-95-30,18000.09,9,0.00855225104467598,True,True,True,True,179949.83,0.0419,0.171,0.2953,0.0653,0.0023,0.0019,67232.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.6264,67232.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.6264
paper1,rnd_0-100-100-10-large-identical-relative-heterogeneous,2023-11-11 13:37:53,0,100,100,10,large,identical,relative,heterogeneous,2023-11-11 13:37:53,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,129460.13,44-47-64-67-67-9-83-21-36-87,0.0,118649.48,82-30-4-46-76-6-69-5-0-0,0.74,366193.5,0-0-0-0-0-0-69-92-95-30,0.7,356692.46,0-0-0-0-0-19-80-24-83-82,4.13,450616.14,25.84,2,368590.34,0-0-0-0-0-56-97-92-11-30,18000.03,9,0.09807942176631082,368590.34,0-0-0-0-0-56-97-92-11-30,18000.04,9,0.09709053366857885,440775.95,47.76,2,368180.93,0-0-0-0-0-0-69-95-92-30,18000.12,9,0.13868700180906918,368590.34,0-0-0-0-0-56-97-92-11-30,18000.13,9,0.15163118689844876,True,True,True,True,368590.34,0.1647,0.182,0.6488,0.6781,0.0065,0.0323,23165.0,82-82-82-82-82-82-82-82-82-82,0.0,2,0.9372,75276.95,82-82-82-82-82-30-30-30-30-30,0.0,2,0.7958
paper1,rnd_0-100-100-10-large-identical-relative-homogeneous,2023-11-11 13:31:07,0,100,100,10,large,identical,relative,homogeneous,2023-11-11 13:31:07,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,23660.93,44-47-64-67-67-9-83-21-36-87,0.0,21428.54,30-44-37-4-46-90-17-14-0-0,0.55,64353.62,0-0-0-0-0-0-46-37-44-30,0.51,64353.62,0-0-0-0-0-0-46-37-44-30,3.0,81281.09,8.09,2,65493.48,0-0-0-0-0-45-97-37-92-30,18000.03,9,0.10599430258584795,65493.48,0-0-0-0-0-45-97-37-92-30,18000.03,9,0.10612963243128588,78347.27,50.89,2,64541.15,0-0-0-0-0-0-24-80-83-82,18000.1,9,0.166908795121019,64559.36,0-0-0-0-0-80-24-27-83-82,18000.08,9,0.17598432127348507,True,True,True,True,65493.48,0.1762,0.1942,0.6387,0.6728,0.0174,0.0174,4064.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.9379,4064.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.9379
paper1,rnd_0-100-100-10-large-inversely-absolute-heterogeneous,2023-11-11 14:00:29,0,100,100,10,large,inversely,absolute,heterogeneous,2023-11-11 14:00:29,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,21655.0,44-47-64-67-67-9-83-21-36-87,0.0,26981.0,54-37-7-25-98-54-68-49-76-42,0.69,30979.0,55-9-18-87-10-77-78-64-54-68,0.69,30601.0,55-94-9-86-77-78-64-98-54-68,4.09,39868.03,25.8,2,31407.0,45-55-69-94-51-9-10-78-64-77,18000.03,9,0.10134045314580703,31519.0,32-55-56-91-69-94-51-64-10-9,18000.19,9,0.08514699378631611,33787.84,81.26,2,31335.0,56-32-55-91-69-94-10-64-51-9,18000.1,9,0.07320887186851763,30740.0,45-9-94-55-69-62-67-75-26-64,18000.1,9,0.09401431359791802,True,True,True,True,31519.0,0.0726,0.2122,0.313,0.144,0.0171,0.0291,7620.0,36-36-36-36-36-36-36-36-36-36,0.0,2,0.7582,14062.0,54-54-54-54-54-54-54-54-68-68,0.0,2,0.5539
paper1,rnd_0-100-100-10-large-inversely-absolute-homogeneous,2023-11-11 14:00:29,0,100,100,10,large,inversely,absolute,homogeneous,2023-11-11 14:00:29,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,3835.0,44-47-64-67-67-9-83-21-36-87,0.0,4379.0,30-92-45-83-6-61-82-24-78-75,0.54,5216.0,9-56-62-64-70-3-93-45-92-30,0.53,5216.0,9-56-62-64-70-3-93-45-92-30,3.24,6900.45,35.2,2,5388.0,53-55-56-91-10-64-94-9-69-51,18000.03,9,0.09821814259252568,5379.0,53-55-56-91-69-51-64-9-94-10,18000.03,9,0.094162027118086,5809.4,101.48,2,5217.0,9-64-56-62-70-3-93-45-92-30,18000.11,9,0.11251677209124018,5338.0,56-45-9-64-53-55-94-14-98-66,18000.12,9,0.086174597227426,True,True,True,True,5388.0,0.102,0.2192,0.2882,0.1873,0.0319,0.0319,1408.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.7387,1408.0,30-30-30-30-30-30-30-30-30-30,0.0,2,0.7387
paper1,rnd_0-100-100-10-large-inversely-mixed-heterogeneous,2023-11-11 14:16:34,0,100,100,10,large,inversely,mixed,heterogeneous,2023-11-11 14:16:34,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,25836.35,44-47-64-67-67-9-83-21-36-87,0.0,30919.18,30-92-70-47-18-86-68-98-66-17,0.9,43896.42,0-0-0-0-55-98-64-78-54-68,0.87,42599.27,0-0-0-45-55-69-51-9-92-30,5.13,59811.34,39.18,2,48361.47,0-0-0-0-69-10-94-51-9-64,18000.03,9,0.10617283716614553,48361.47,0-0-0-0-69-10-94-51-9-64,18000.02,9,0.09604780832605075,54558.89,67.27,2,45974.27,0-0-0-18-55-78-71-42-9-77,18000.12,9,0.15213383605981076,46716.11,0-0-0-78-87-69-67-26-75-64,18000.1,9,0.15236244501275845,True,True,True,True,48361.47,0.1573,0.1914,0.4658,0.3607,0.0923,0.1191,6784.7,36-36-36-36-36-36-36-36-36-36,0.0,2,0.8597,18617.55,30-30-30-30-30-30-30-30-30-68,0.0,2,0.615
paper1,rnd_0-100-100-10-large-inversely-mixed-homogeneous,2023-11-11 14:16:34,0,100,100,10,large,inversely,mixed,homogeneous,2023-11-11 14:16:34,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,7351.14,44-47-64-67-67-9-83-21-36-87,0.0,8291.04,30-92-45-83-6-82-24-61-88-83,0.55,10014.36,56-9-62-64-70-3-93-45-92-30,0.55,10017.04,9-56-62-64-70-3-93-45-92-30,3.35,13660.93,102.88,2,10361.24,53-55-56-91-10-64-94-9-69-51,18000.14,9,0.08415472125003552,10352.96,55-32-56-91-69-51-64-9-94-10,18000.03,9,0.09844520402670355,11224.35,122.42,2,10264.2,9-64-7-56-28-53-98-94-55-66,18000.12,9,0.09309845039670894,10361.24,53-55-56-91-10-64-94-9-69-51,18001.09,9,0.08140157123135705,True,True,True,True,10361.24,0.0855,0.2415,0.2905,0.1998,0.0335,0.0332,2689.28,30-30-30-30-30-30-30-30-30-30,0.0,2,0.7404,2689.28,30-30-30-30-30-30-30-30-30-30,0.0,2,0.7404
paper1,rnd_0-100-100-10-large-inversely-relative-heterogeneous,2023-11-11 14:16:33,0,100,100,10,large,inversely,relative,heterogeneous,2023-11-11 14:16:33,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,7348.83,44-47-64-67-67-9-83-21-36-87,0.0,9095.94,36-22-91-17-51-56-53-25-48-42,0.81,19214.08,0-0-0-0-0-77-64-78-54-68,0.72,18353.8,0-0-0-0-64-22-78-91-6-36,4.14,25651.45,22.81,2,21487.94,0-0-0-0-69-10-94-51-9-64,18000.03,9,0.08229753511720353,21487.94,0-0-0-0-69-10-94-51-9-64,18000.02,9,0.08299458249293035,24930.81,39.45,2,21059.46,0-0-0-0-67-69-75-99-26-64,18000.1,9,0.13778621523505113,21487.94,0-0-0-0-69-10-94-51-9-64,18000.08,9,0.10917874568436355,True,True,True,True,21487.94,0.1553,0.1623,0.658,0.5767,0.1058,0.1459,959.35,36-36-36-36-36-36-36-36-36-36,0.0,2,0.9554,9600.73,36-36-36-34-34-34-34-34-54-68,0.0,2,0.5532
paper1,rnd_0-100-100-10-large-inversely-relative-homogeneous,2023-11-11 14:10:10,0,100,100,10,large,inversely,relative,homogeneous,2023-11-11 14:10:10,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,1330.12,44-47-64-67-67-9-83-21-36-87,0.0,1267.82,30-92-45-97-37-14-93-73-0-0,0.6,3254.14,0-0-0-0-0-93-97-45-92-30,0.57,3269.54,0-0-0-0-0-45-97-93-92-30,3.34,4456.82,19.86,2,3630.8,0-0-0-0-64-9-69-10-94-51,18000.03,9,0.1256794296252601,3599.84,0-0-0-0-0-64-9-94-51-10,18000.03,9,0.13074789823216693,4247.23,39.96,2,3302.0,0-0-0-0-0-45-71-9-37-30,18000.14,9,0.284206173825979,3470.03,0-0-0-0-45-58-79-61-3-93,18000.4,9,0.22220816616949995,True,True,True,True,3630.8,0.2226,0.1853,0.6337,0.6508,0.1037,0.0995,162.56,30-30-30-30-30-30-30-30-30-30,0.0,2,0.9552,162.56,30-30-30-30-30-30-30-30-30-30,0.0,2,0.9552
paper1,rnd_0-100-100-10-medium-identical-absolute-heterogeneous,2023-11-11 12:37:07,0,100,100,10,medium,identical,absolute,heterogeneous,2023-11-11 12:37:07,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,277500.0,44-47-64-67-67-9-83-21-36-87,0.0,397000.0,1-72-27-4-21-1-68-40-88-11,0.62,429100.0,14-11-68-92-4-66-26-72-27-1,0.61,421200.0,54-4-97-26-81-40-77-68-72-1,3.69,498997.17,38.6,2,429500.0,90-14-30-92-4-66-26-72-27-1,6436.43,2,8.388441151408619e-05,429500.0,90-30-14-92-4-66-26-72-27-1,6525.68,2,9.503117289567069e-05,446949.39,44.17,2,429500.0,90-14-30-92-4-66-26-72-27-1,3022.3,2,0.0,429500.0,90-30-14-92-4-66-26-72-27-1,4554.66,2,0.0,True,True,True,True,429500.0,0.039,0.1393,0.3539,0.0757,0.0009,0.0193,115100.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.732,115100.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.732
paper1,rnd_0-100-100-10-medium-identical-absolute-homogeneous,2023-11-11 12:37:07,0,100,100,10,medium,identical,absolute,homogeneous,2023-11-11 12:37:07,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,50300.0,44-47-64-67-67-9-83-21-36-87,0.0,69100.0,1-21-4-34-88-81-68-40-1-42,0.48,73200.0,34-90-31-82-66-68-27-4-21-1,0.48,73000.0,17-11-68-66-82-92-27-4-21-1,2.94,87088.65,93.16,2,73200.0,34-90-31-82-66-68-27-4-21-1,18000.16,9,0.03588916580801639,73200.0,9-11-68-88-42-40-34-4-21-1,18000.13,9,0.03871743559890387,78291.62,54.88,2,73200.0,34-90-31-82-66-68-27-4-21-1,18000.09,9,0.03551912568306011,72700.0,22-40-21-34-11-88-54-68-4-81,18000.13,9,0.052269601100412656,True,True,True,True,73200.0,0.065,0.1595,0.3128,0.056,0.0,0.0027,19800.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.7295,19800.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.7295
paper1,rnd_0-100-100-10-medium-identical-mixed-heterogeneous,2023-11-11 12:59:15,0,100,100,10,medium,identical,mixed,heterogeneous,2023-11-11 12:59:15,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,408822.22,44-47-64-67-67-9-83-21-36-87,0.0,517960.12,1-81-72-4-68-40-1-88-21-77,0.84,643632.65,0-41-94-77-66-92-72-26-27-1,0.83,634551.05,0-3-94-48-67-42-49-40-88-1,4.88,770472.9,31.61,2,656238.15,0-0-41-94-77-66-26-27-72-1,18000.14,9,0.008679816282948326,656238.15,0-0-41-94-77-66-26-27-72-1,18000.12,9,0.01411068028283158,725230.18,16.13,2,656238.15,0-0-41-94-77-66-26-27-72-1,18000.1,9,0.01419222119288555,656238.15,0-0-41-94-77-66-26-27-72-1,18000.11,9,0.033971886110299276,True,True,True,True,656238.15,0.0951,0.1483,0.377,0.2107,0.0192,0.033,118161.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.8199,118161.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.8199
paper1,rnd_0-100-100-10-medium-identical-mixed-homogeneous,2023-11-11 12:59:16,0,100,100,10,medium,identical,mixed,homogeneous,2023-11-11 12:59:16,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,96343.92,44-47-64-67-67-9-83-21-36-87,0.0,132337.62,1-21-4-34-88-81-68-40-1-42,0.56,140944.44,92-90-26-72-66-94-27-4-21-1,0.55,140944.44,92-90-26-72-66-94-27-4-21-1,3.34,174263.15,69.16,2,140945.46,92-90-26-66-72-94-27-4-21-1,18000.15,9,0.05532146052711026,140944.65,9-6-93-68-34-11-4-88-80-92,18000.15,9,0.045926645890359705,151752.31,18.29,2,140945.46,92-90-26-66-72-94-27-4-21-1,18000.14,9,0.05251724773843037,140833.18,19-11-17-66-92-82-27-4-21-1,18000.15,9,0.043186895545359906,True,True,True,True,140945.46,0.0712,0.1912,0.3164,0.0611,0.0,0.0,37818.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.7317,37818.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.7317
paper1,rnd_0-100-100-10-medium-identical-relative-heterogeneous,2023-11-11 12:46:39,0,100,100,10,medium,identical,relative,heterogeneous,2023-11-11 12:46:39,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,147953.3,44-47-64-67-67-9-83-21-36-87,0.0,159077.01,1-40-49-88-42-70-68-77-26-95,0.73,285406.17,0-0-0-58-66-94-7-26-27-1,0.7,280342.53,0-0-79-61-20-26-49-66-40-1,4.23,336938.2,16.15,2,298670.83,0-0-0-94-77-66-26-27-72-1,2341.77,2,0.0,298670.83,0-0-0-94-77-66-26-27-72-1,2446.04,2,0.0,329770.79,14.87,2,298670.83,0-0-0-94-77-66-26-27-72-1,4837.98,2,0.0,298670.83,0-0-0-94-77-66-26-27-72-1,7489.34,2,0.0,True,True,True,True,298670.83,0.0943,0.1136,0.5046,0.4674,0.0444,0.0614,11453.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.9617,11453.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.9617
paper1,rnd_0-100-100-10-medium-identical-relative-homogeneous,2023-11-11 12:37:07,0,100,100,10,medium,identical,relative,homogeneous,2023-11-11 12:37:07,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,26291.75,44-47-64-67-67-9-83-21-36-87,0.0,33180.9,1-21-4-27-68-66-82-31-90-34,0.57,48313.16,0-0-0-17-66-94-27-4-21-1,0.56,48491.57,0-0-0-17-94-66-27-4-21-1,3.37,61587.55,8.56,2,49651.12,0-0-0-78-26-94-77-66-72-1,18000.03,9,0.100532210253574,49651.12,0-0-0-78-26-94-77-66-72-1,18000.02,9,0.09565734884142857,58583.7,15.43,2,48764.18,0-0-17-94-82-66-21-27-4-1,18000.12,9,0.1424362402421088,49385.16,0-0-0-41-94-77-66-26-72-1,18000.1,9,0.12258836972497382,True,True,True,True,49651.12,0.1676,0.1938,0.4705,0.3317,0.0269,0.0234,2286.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.954,2286.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.954
paper1,rnd_0-100-100-10-medium-inversely-absolute-heterogeneous,2023-11-11 12:59:15,0,100,100,10,medium,inversely,absolute,heterogeneous,2023-11-11 12:59:15,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,25352.0,44-47-64-67-67-9-83-21-36-87,0.0,37663.0,76-50-93-53-17-72-3-33-2-53,0.63,40625.0,71-53-96-57-78-10-93-97-50-76,0.63,40224.0,58-64-85-89-9-10-15-50-55-76,3.73,46621.75,38.98,2,41772.0,28-69-32-17-56-16-3-93-53-50,9556.69,2,8.48579822964582e-05,41772.0,28-69-32-17-56-16-3-93-53-50,11508.78,2,8.209025663962563e-05,44093.63,37.83,2,41772.0,28-69-32-17-56-16-3-93-53-50,18000.79,9,0.015177630948961027,41772.0,28-69-32-17-56-16-3-93-53-50,18000.76,9,0.015417025758881547,True,True,True,True,41772.0,0.0527,0.104,0.3931,0.0984,0.0275,0.0371,7212.0,9-9-9-9-9-9-9-9-9-9,0.0,2,0.8273,9696.0,76-76-76-76-76-76-76-76-76-76,0.0,2,0.7679
paper1,rnd_0-100-100-10-medium-inversely-absolute-homogeneous,2023-11-11 12:59:15,0,100,100,10,medium,inversely,absolute,homogeneous,2023-11-11 12:59:16,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,4659.0,44-47-64-67-67-9-83-21-36-87,0.0,6173.0,21-90-6-45-97-59-35-8-61-78,0.47,6548.0,16-56-78-53-23-65-60-2-90-21,0.47,6548.0,16-56-78-53-23-2-60-65-90-21,2.86,7167.09,168.56,2,6702.0,45-15-64-65-2-78-79-23-85-52,18000.14,9,0.03803903319705433,6702.0,45-15-64-65-2-78-23-79-85-52,18000.12,9,0.03431798953595533,7030.48,51.0,2,6702.0,45-15-64-65-2-78-79-23-85-52,18000.11,9,0.03968964488212474,6622.0,56-16-97-58-3-64-43-62-19-89,18000.11,9,0.05240108728480822,True,True,True,True,6702.0,0.0467,0.0649,0.3048,0.0789,0.023,0.023,1232.0,81-81-81-81-81-81-81-81-81-81,0.0,2,0.8162,1232.0,81-81-81-81-81-81-81-81-81-81,0.0,2,0.8162
paper1,rnd_0-100-100-10-medium-inversely-mixed-heterogeneous,2023-11-11 13:11:58,0,100,100,10,medium,inversely,mixed,heterogeneous,2023-11-11 13:11:58,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,36762.84,44-47-64-67-67-9-83-21-36-87,0.0,52842.34,89-74-76-50-9-3-79-53-6-57,0.86,62279.06,89-69-15-58-64-62-78-55-50-76,0.86,61133.28,23-16-15-57-73-11-9-74-89-75,5.08,71630.84,35.11,2,64404.2,28-64-45-61-11-56-2-78-93-53,7305.54,2,9.967609825107068e-05,64404.2,28-64-45-61-11-56-2-78-93-53,7587.2,2,9.792769250904653e-05,69155.37,19.57,2,64404.2,28-64-45-61-11-56-2-78-93-53,12294.16,2,9.756648198802174e-05,64404.2,28-64-45-61-11-56-2-78-93-53,18000.74,9,0.006849629597819329,True,True,True,True,64404.2,0.0687,0.1009,0.4292,0.1795,0.033,0.0508,6716.16,9-9-9-9-9-9-9-9-9-9,0.0,2,0.8957,13903.53,89-50-50-50-76-76-76-76-76-76,0.0,2,0.7841
paper1,rnd_0-100-100-10-medium-inversely-mixed-homogeneous,2023-11-11 13:08:46,0,100,100,10,medium,inversely,mixed,homogeneous,2023-11-11 13:08:46,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,8911.18,44-47-64-67-67-9-83-21-36-87,0.0,11532.12,21-90-6-59-97-57-8-35-10-7,0.54,12532.39,16-56-78-53-23-65-60-2-90-21,0.54,12529.41,16-56-78-53-23-2-60-65-90-21,3.23,14435.81,112.9,2,12833.69,45-15-64-65-2-78-85-23-79-52,18000.18,9,0.03511320467750928,12833.69,45-15-64-65-2-78-85-23-79-52,18000.18,9,0.03010224473969452,13424.04,44.73,2,12833.69,45-15-64-65-2-78-85-79-23-52,18000.92,9,0.03696991108028963,12648.22,15-56-62-19-16-3-58-9-89-74,18000.89,9,0.0535923157346707,True,True,True,True,12833.69,0.044,0.111,0.3056,0.1014,0.0235,0.0237,2353.12,81-81-81-81-81-81-81-81-81-81,0.0,2,0.8166,2353.12,81-81-81-81-81-81-81-81-81-81,0.0,2,0.8166
paper1,rnd_0-100-100-10-medium-inversely-relative-heterogeneous,2023-11-11 13:05:35,0,100,100,10,medium,inversely,relative,heterogeneous,2023-11-11 13:05:35,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,13230.9,44-47-64-67-67-9-83-21-36-87,0.0,19676.49,9-76-50-66-17-86-15-55-99-6,0.72,27145.27,0-0-41-58-22-64-10-97-50-76,0.72,27116.11,0-58-64-15-62-89-9-55-50-76,4.28,32149.54,15.92,2,29413.42,63-64-28-61-45-2-56-93-78-53,2037.14,2,7.876627994927005e-05,29413.42,63-64-28-61-45-2-56-93-78-53,2236.41,2,9.387034504755138e-05,31575.31,10.08,2,29413.42,63-64-28-61-45-2-56-93-78-53,6621.53,2,0.0,29413.42,63-64-28-61-45-2-56-93-78-53,4698.33,2,9.161862586681127e-05,True,True,True,True,29413.42,0.0685,0.0851,0.5502,0.331,0.0771,0.0781,905.76,9-9-9-9-9-9-9-9-9-9,0.0,2,0.9692,1980.05,9-76-76-76-76-76-76-76-76-76,0.0,2,0.9327
paper1,rnd_0-100-100-10-medium-inversely-relative-homogeneous,2023-11-11 13:02:24,0,100,100,10,medium,inversely,relative,homogeneous,2023-11-11 13:02:24,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,2411.44,44-47-64-67-67-9-83-21-36-87,0.0,3552.6,21-90-2-60-65-23-34-12-41-53,0.56,4377.28,0-0-53-23-56-65-60-2-90-21,0.56,4352.22,0-16-56-2-60-53-65-23-90-21,3.35,5471.24,27.31,2,4738.43,15-65-64-52-42-2-78-23-79-85,18000.14,9,0.04735408348150452,4738.43,15-65-64-52-42-2-78-85-23-79,18000.14,9,0.04806614242539113,5061.51,19.47,2,4738.43,15-65-64-52-42-2-78-23-79-85,18000.85,9,0.05751722679458408,4563.1,78-26-58-89-16-64-56-52-23-85,18000.8,9,0.0995445103452997,True,True,True,True,4738.43,0.0638,0.1339,0.4911,0.2503,0.0762,0.0815,142.24,81-81-81-81-81-81-81-81-81-81,0.0,2,0.97,142.24,81-81-81-81-81-81-81-81-81-81,0.0,2,0.97
paper1,rnd_0-100-100-10-small-identical-absolute-heterogeneous,2023-11-11 11:40:19,0,100,100,10,small,identical,absolute,heterogeneous,2023-11-11 11:40:19,f9f4a0e36fb6b46ebe562e94bc8bb70710edd991,paper1,223000.0,44-47-64-67-67-9-83-21-36-87,0.0,291400.0,37-36-1-21-54-68-4-43-88-36,0.65,317100.0,25-40-21-20-44-100-1-54-36-37,0.65,313900.0,40-25-20-19-21-1-54-100-36-37,3.84,350795.98,11.1,2,319800.0,40-3-54-68-42-43-88-1-21-36,433.55,2,9.875003435452976e-05,319800.0,40-3-54-68-42-43-88-1-21-36,439.31,2,8.000753213312356e-05,333444.6,15.07,2,319800.0,40-3-54-68-42-43-88-1-21-36,1188.93,2,0.0,319800.0,40-3-54-68-42-43-88-1-21-36,801.82,2,0.0,True,True,True,True,319800.0,0.0409,0.0884,0.3027,0.0888,0.0084,0.0184,66000.0,1-1-1-1-1-1-1-1-1-1,0.0,2,0.7936,87500.0,37-37-37-37-37-37-37-37-37-37,0.0,2,0.7264
