Name,State,Notes,User,Tags,Created,Runtime,Sweep,keyword,set,S,I,J,T,replenishment,zeta,absorption,eta,ap1_objective,ap1_optgap,ap1_runtime,ap1_solution,ap1_status,ap2_objective,ap2_optgap,ap2_runtime,ap2_solution,ap2_status,ap3_objective,ap3_optgap,ap3_runtime,ap3_solution,ap3_status,hrs_objective,hrs_objgap,hrs_solution,lpr_objective,lpr_runtime,lpr_status,mip_intgap,mip_objective,mip_optgap,mip_runtime,mip_solution,mip_status,sanity_check
stilted-armadillo-2560,finished,-,warleyalm,,2022-11-13T05:06:03.000Z,3,,A-8-20-20-14-linear-75-exponential-100,A,8,20,20,14,linear,75,exponential,100,1901.03,0.7724,0,7-7-7-7-7-7-7-7-7-7-7-7-7-7,2,3115.6,0.627,0,7-7-6-6-6-6-5-5-5-5-5-5-5-5,2,2782.8,0.6668,0,7-11-17-17-17-17-17-17-17-17-17-17-17-17,2,7390.32,0.1152,7-11-6-5-7-11-6-10-5-7-11-6-4-5,28881.65,0.04,2,0.7108,8352.9,9.06527E-05,10.06,17-11-7-17-6-5-9-11-10-7-4-6-11-5,2,true
classic-spaceship-2559,finished,-,warleyalm,,2022-11-13T05:06:01.000Z,2,,A-8-20-20-7-exponential-50-exponential-50,A,8,20,20,7,exponential,50,exponential,50,614.21,0.8158,0,10-10-10-10-10-10-10,2,1537.12,0.539,0,10-10-10-10-10-14-14,2,1558,0.5327,0,10-12-12-12-12-12-12,2,3089.7,0.0733,10-12-7-18-10-14-6,15383.65,0.02,2,0.7833,3334.15,0,0.16,18-12-10-7-10-6-14,2,true
still-smoke-2558,finished,-,warleyalm,,2022-11-13T05:05:58.000Z,3,,A-5-20-20-7-linear-100-linear-75,A,5,20,20,7,linear,100,linear,75,1001.7,0.2838,0,1-1-1-1-1-1-1,2,1106,0.2093,0,11-11-11-11-11-11-11,2,1106,0.2093,0,11-11-11-11-11-11-11,2,1326.2,0.0518,11-6-11-11-11-6-11,9471.78,0.02,2,0.8523,1398.7,0,0.09,8-6-11-11-11-11-11,2,true
zesty-hill-2557,finished,-,warleyalm,,2022-11-13T05:05:55.000Z,3,,A-7-20-20-7-exponential-50-linear-100,A,7,20,20,7,exponential,50,linear,100,220.89,0.7885,0,11-11-11-11-11-11-11,2,220.89,0.7885,0,11-11-11-11-11-11-11,2,629.3,0.3974,0,11-17-17-17-18-18-18,2,753.49,0.2785,11-15-15-17-17-17-10,12589.47,0.02,2,0.917,1044.39,0,0.1,17-15-11-11-11-11-10,2,true
cerulean-pond-2556,finished,-,warleyalm,,2022-11-13T05:05:53.000Z,2,,A-8-10-10-7-exponential-50-exponential-50,A,8,10,10,7,exponential,50,exponential,50,614.21,0.7964,0,10-10-10-10-10-10-10,2,1523.42,0.4951,0,10-10-10-10-10-6-6,2,1109.83,0.6322,0,10-10-10-10-2-2-2,2,2348.98,0.2215,10-7-10-6-7-10-6,14489.7,0.01,2,0.7918,3017.32,0,0.13,2-6-10-7-10-7-10,2,true
rich-river-2555,finished,-,warleyalm,,2022-11-13T05:05:50.000Z,3,,A-8-20-20-14-linear-100-exponential-25,A,8,20,20,14,linear,100,exponential,25,2666.71,0.6727,0,10-10-10-10-10-10-10-10-10-10-10-10-10-10,2,2666.71,0.6727,0,10-10-10-10-10-10-10-10-10-10-10-10-10-10,2,3042.36,0.6266,0,10-12-12-12-12-12-12-12-12-12-12-12-12-12,2,7513.37,0.0779,10-12-10-18-12-10-6-12-18-10-5-12-6-10,27440.64,0.04,2,0.7031,8148.44,8.64137E-05,3.2,7-11-12-10-20-18-6-12-10-5-18-12-6-10,2,true
neat-lake-2554,finished,-,warleyalm,,2022-11-13T05:05:47.000Z,3,,A-4-20-20-14-exponential-25-exponential-100,A,4,20,20,14,exponential,25,exponential,100,452.19,0.9452,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,911.38,0.8896,0,6-20-18-18-18-18-18-18-18-18-18-18-18-18,2,1926.2,0.7667,0,6-13-13-11-16-16-16-16-16-16-16-16-16-16,2,7780.04,0.0576,6-20-18-13-2-20-2-9-2-6-9-19-5-18,34010.6,0.03,2,0.7573,8255.98,0,3.19,4-6-13-20-2-18-2-9-6-2-9-19-2-5,2,true
feasible-sun-2553,finished,-,warleyalm,,2022-11-13T05:05:44.000Z,3,,A-6-10-10-14-linear-100-linear-25,A,6,10,10,14,linear,100,linear,25,2630.6,0.1158,0,7-7-7-7-7-7-7-7-7-7-7-7-7-7,2,2606,0.124,0,10-10-10-10-10-10-10-10-10-10-10-10-10-10,2,2703.9,0.0911,0,10-10-10-7-7-7-7-7-7-7-7-7-7-7,2,2953.2,0.0073,10-10-10-7-10-10-10-10-10-7-10-10-10-10,19375.79,0.01,2,0.8465,2975,0,0.08,7-7-10-10-10-10-10-10-10-10-10-10-10-10,2,true
misty-morning-2552,finished,-,warleyalm,,2022-11-13T05:05:42.000Z,3,,A-4-20-20-7-linear-50-linear-75,A,4,20,20,7,linear,50,linear,75,987,0.2339,0,12-12-12-12-12-12-12,2,912,0.2921,0,6-6-6-6-6-6-6,2,1261.3,0.021,0,6-2-2-2-2-2-2,2,1288.3,0,6-2-6-6-2-6-2,9158.49,0.02,2,0.8593,1288.3,0,0.11,6-2-6-6-2-6-2,2,true
volcanic-sky-2551,finished,-,warleyalm,,2022-11-13T05:05:39.000Z,3,,A-0-10-10-7-linear-25-linear-25,A,0,10,10,7,linear,25,linear,25,725.9,0.224,0,7-7-7-7-7-7-7,2,935.4,0,0,1-8-8-8-8-8-8,2,894,0.0443,0,1-1-1-1-8-8-8,2,935.4,0,1-8-8-8-8-8-8,8656.42,0.01,2,0.8919,935.4,0,0.03,1-8-8-8-8-8-8,2,true
playful-sky-2550,finished,-,warleyalm,,2022-11-13T05:05:36.000Z,3,,A-7-20-20-7-linear-25-linear-25,A,7,20,20,7,linear,25,linear,25,797.2,0.1163,0,11-18-11-18-11-11-18,2,894.3,0.0086,0,11-16-16-16-16-16-16,2,870.1,0.0355,0,11-11-11-11-11-11-11,2,902.1,0,11-16-16-16-16-16-10,8669.51,0.02,2,0.8959,902.1,0,0.09,11-16-16-16-16-16-10,2,true
polar-frost-2549,finished,-,warleyalm,,2022-11-13T05:05:34.000Z,2,,A-4-20-20-7-linear-100-exponential-25,A,4,20,20,7,linear,100,exponential,25,1230.53,0.7272,0,13-13-13-13-13-13-13,2,2261.98,0.4985,0,13-2-2-19-19-19-19,2,1627.7,0.6391,0,13-19-19-19-19-19-19,2,4188.38,0.0713,13-2-19-12-18-2-19,14857.43,0.02,2,0.6964,4510,0,0.23,20-19-13-2-12-18-19,2,true
crimson-galaxy-2548,finished,-,warleyalm,,2022-11-13T05:05:31.000Z,3,,A-3-20-20-14-exponential-75-linear-25,A,3,20,20,14,exponential,75,linear,25,641.24,0.7283,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,641.24,0.7283,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,2123.8,0.1,0,20-20-20-7-8-8-8-8-8-8-8-8-8-8,2,2354.1,0.0024,20-20-20-3-3-3-3-20-20-3-3-3-3-3,26514.71,0.03,2,0.911,2359.7,0,0.36,3-20-20-20-20-20-20-20-20-20-20-20-20-20,2,true
ethereal-sea-2547,finished,-,warleyalm,,2022-11-13T05:05:29.000Z,2,,A-9-20-20-14-exponential-50-linear-25,A,9,20,20,14,exponential,50,linear,25,1039.41,0.4946,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,1039.41,0.4946,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,1833.2,0.1087,0,8-8-8-8-8-8-15-15-15-15-15-15-15-15,2,2040.24,0.008,8-8-8-8-8-8-7-6-8-8-6-8-8-6,25770.96,0.04,2,0.9202,2056.7,0,0.45,8-8-8-8-8-8-7-8-6-6-8-6-6-6,2,true
golden-paper-2546,finished,-,warleyalm,,2022-11-13T05:05:26.000Z,3,,A-9-20-20-14-exponential-100-linear-75,A,9,20,20,14,exponential,100,linear,75,289.47,0.8459,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,289.47,0.8459,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,1000.4,0.4673,0,1-14-6-6-6-6-6-6-6-6-6-6-6-6,2,1102.23,0.4131,1-14-14-1-14-6-7-6-6-1-14-6-7-6,26302.31,0.03,2,0.9286,1878,0,0.24,14-14-1-1-1-1-1-1-1-7-7-7-7-1,2,true
floral-feather-2545,finished,-,warleyalm,,2022-11-13T05:05:24.000Z,2,,A-9-20-20-14-exponential-75-exponential-75,A,9,20,20,14,exponential,75,exponential,75,284.62,0.9596,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,284.62,0.9596,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,3873.67,0.4508,0,1-5-5-5-5-5-5-5-5-5-5-5-4-18,2,5663.08,0.1971,1-6-18-18-6-6-1-6-6-7-1-6-14-1,34292.55,0.04,2,0.7943,7053.35,0,1.27,18-5-6-18-1-6-13-6-1-6-7-6-1-14,2,true
honest-yogurt-2544,finished,-,warleyalm,,2022-11-13T05:05:21.000Z,3,,A-9-20-20-14-exponential-100-linear-100,A,9,20,20,14,exponential,100,linear,100,767.74,0.7634,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,767.74,0.7634,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,1181.6,0.6359,0,8-8-8-4-11-11-11-11-11-11-14-14-14-14,2,2975.79,0.083,8-8-8-1-1-1-8-6-8-8-6-8-8-8,29113.43,0.03,2,0.8885,3245.1,0,0.44,8-8-1-8-8-8-8-8-8-6-6-6-6-6,2,true
effortless-rain-2543,finished,-,warleyalm,,2022-11-13T05:05:18.000Z,3,,A-9-20-20-14-exponential-75-exponential-25,A,9,20,20,14,exponential,75,exponential,25,463.2,0.9473,0,12-12-12-12-12-12-12-12-12-12-12-12-12-12,2,1609.13,0.8169,0,12-12-12-12-1-1-1-1-1-1-1-1-1-1,2,1954.09,0.7777,0,12-5-5-10-10-10-10-10-10-10-3-3-3-3,2,7462.24,0.151,12-5-1-5-12-14-1-5-12-4-1-19-12-4,34295.02,0.04,2,0.7437,8789.69,0,3.47,10-14-12-5-1-5-12-1-5-12-4-1-12-4,2,true
colorful-sponge-2542,finished,-,warleyalm,,2022-11-13T05:05:16.000Z,2,,A-9-20-20-14-exponential-100-exponential-100,A,9,20,20,14,exponential,100,exponential,100,510.91,0.9478,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,510.91,0.9478,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,2693.88,0.7249,0,8-4-14-14-14-14-14-14-14-14-14-14-14-14,2,8012.13,0.1818,8-4-1-4-14-15-4-8-7-6-1-4-7-13,40706.49,0.04,2,0.7594,9792.37,0,5.87,11-14-8-4-1-14-4-15-7-6-1-8-7-13,2,true
earnest-sun-2541,finished,-,warleyalm,,2022-11-13T05:05:13.000Z,3,,A-9-20-20-14-exponential-75-exponential-50,A,9,20,20,14,exponential,75,exponential,50,476.49,0.9442,0,5-5-5-5-5-5-5-5-5-5-5-5-5-5,2,1351.21,0.8418,0,5-5-5-1-1-1-1-1-1-1-1-1-1-1,2,2337.15,0.7263,0,5-5-13-13-13-13-13-13-13-13-13-13-13-13,2,6939.51,0.1875,5-1-13-5-13-14-16-1-5-4-12-19-5-1,35575.77,0.04,2,0.7599,8540.46,0,2.96,10-13-5-1-13-5-14-7-1-5-4-12-19-1,2,true
fresh-frog-2540,finished,-,warleyalm,,2022-11-13T05:05:10.000Z,3,,A-9-20-20-14-linear-100-exponential-75,A,9,20,20,14,linear,100,exponential,75,1703.8,0.6669,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,2534.32,0.5045,0,1-1-1-1-1-1-1-1-7-7-7-7-7-7,2,2712.39,0.4697,0,1-1-10-10-16-16-16-16-16-16-16-16-16-16,2,4080.42,0.2023,1-7-1-10-7-1-10-7-1-6-7-1-6-7,25594.12,0.04,2,0.8001,5115.09,5.5627E-05,2.04,19-6-10-5-16-10-1-7-10-6-19-10-1-7,2,true
feasible-snowflake-2539,finished,-,warleyalm,,2022-11-13T05:05:07.000Z,3,,A-9-20-20-14-exponential-25-exponential-25,A,9,20,20,14,exponential,25,exponential,25,461.39,0.94,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,1863.83,0.7575,0,8-8-8-8-13-13-13-13-13-13-13-13-13-13,2,2613.74,0.66,0,8-15-15-19-19-19-19-19-19-19-19-19-19-19,2,7569.19,0.0154,8-13-15-4-15-8-13-8-1-13-8-16-6-8,31271.06,0.04,2,0.7542,7687.4,0,1.16,12-15-8-13-4-8-13-8-1-13-8-16-13-6,2,true
wild-feather-2538,finished,-,warleyalm,,2022-11-13T05:05:05.000Z,3,,A-9-20-20-14-linear-25-exponential-25,A,9,20,20,14,linear,25,exponential,25,1525.32,0.7778,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,3111.77,0.5467,0,8-8-8-8-8-8-8-16-6-6-6-6-6-6,2,2280.38,0.6678,0,8-8-8-8-16-16-16-16-16-16-16-16-16-16,2,6678.88,0.0271,8-13-15-4-16-6-8-7-1-13-16-6-8-7,24809.31,0.06,2,0.7233,6864.68,9.99284E-05,12.4,12-13-4-15-17-8-6-16-7-1-13-8-16-6,2,true
noble-sunset-2537,finished,-,warleyalm,,2022-11-13T05:05:02.000Z,3,,A-9-20-20-14-exponential-50-exponential-100,A,9,20,20,14,exponential,50,exponential,100,486.85,0.9501,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,1561.71,0.84,0,8-8-8-8-8-1-1-1-1-1-1-1-1-1,2,3023.04,0.6903,0,8-4-14-14-14-14-14-14-14-14-14-14-14-14,2,8321.14,0.1476,8-4-1-12-8-4-15-4-8-1-6-8-13-1,35669.61,0.04,2,0.7263,9761.99,2.77096E-05,1.32,11-12-8-4-1-8-15-4-8-1-15-6-8-13,2,true
fiery-microwave-2536,finished,-,warleyalm,,2022-11-13T05:04:59.000Z,3,,A-9-20-20-14-exponential-25-exponential-50,A,9,20,20,14,exponential,25,exponential,50,517.3,0.9357,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,1799.4,0.7763,0,8-8-8-8-8-1-1-1-1-1-1-1-1-1,2,3580.59,0.5549,0,8-8-14-14-14-19-3-3-3-3-3-3-3-3,2,7641.12,0.0502,8-4-12-11-1-8-15-1-8-15-1-6-8-13,31757.03,0.04,2,0.7467,8044.77,0,1.24,5-11-8-4-12-1-15-8-1-15-8-1-6-13,2,true
colorful-night-2535,finished,-,warleyalm,,2022-11-13T05:04:57.000Z,3,,A-9-20-20-14-exponential-25-exponential-75,A,9,20,20,14,exponential,25,exponential,75,555.04,0.9168,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,1987.22,0.7021,0,3-20-20-6-1-1-1-1-1-1-1-1-1-1,2,3372.27,0.4944,0,3-20-20-20-10-5-10-10-10-20-20-20-20-20,2,6133.89,0.0804,3-20-6-1-15-12-1-15-3-1-13-14-7-18,31962.24,0.04,2,0.7913,6670.48,0,1.04,2-12-20-6-3-1-3-15-1-15-1-13-7-18,2,true
likely-star-2534,finished,-,warleyalm,,2022-11-13T05:04:54.000Z,3,,A-9-20-20-14-exponential-25-exponential-100,A,9,20,20,14,exponential,25,exponential,100,391.67,0.9598,0,12-12-12-12-12-12-12-12-12-12-12-12-12-12,2,3138.85,0.6782,0,8-8-8-8-12-1-15-15-15-15-15-15-15-15,2,3162.89,0.6758,0,8-4-14-14-14-14-14-14-14-14-14-14-14-14,2,9194.6,0.0575,8-12-4-1-11-15-16-8-12-1-15-6-16-13,34259.27,0.04,2,0.7153,9755.16,0,1.66,5-11-8-4-12-1-15-8-16-12-1-15-6-13,2,true
robust-cosmos-2533,finished,-,warleyalm,,2022-11-13T05:04:52.000Z,2,,A-9-20-20-14-exponential-50-exponential-25,A,9,20,20,14,exponential,50,exponential,25,520.75,0.9399,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,520.75,0.9399,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,2575.44,0.7025,0,8-15-15-11-5-5-5-5-5-5-5-5-5-5,2,8466.96,0.0221,8-15-4-13-15-8-1-13-8-1-7-6-8-7,33560.29,0.03,2,0.742,8658.24,0,0.83,4-15-8-13-15-8-1-13-8-1-7-6-8-7,2,true
whole-snowflake-2532,finished,-,warleyalm,,2022-11-13T05:04:49.000Z,3,,A-9-20-20-14-exponential-100-exponential-50,A,9,20,20,14,exponential,100,exponential,50,508.53,0.9492,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,508.53,0.9492,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,5456.8,0.4554,0,8-4-19-19-19-19-19-19-3-3-3-3-3-3,2,9119.28,0.0899,8-4-19-1-4-19-8-1-7-6-1-4-8-7,39198.93,0.03,2,0.7444,10019.89,0,5.33,3-19-8-4-1-19-4-8-1-7-6-1-8-7,2,true
ethereal-galaxy-2531,finished,-,warleyalm,,2022-11-13T05:04:46.000Z,3,,A-9-20-20-14-exponential-100-linear-50,A,9,20,20,14,exponential,100,linear,50,920.98,0.6721,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,920.98,0.6721,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,1724.4,0.386,0,8-8-8-8-4-19-19-19-19-19-19-19-19-19,2,2614.94,0.0689,8-8-8-8-1-1-8-6-6-7-8-8-7-7,29004.33,0.04,2,0.9032,2808.4,0,0.38,8-1-8-8-8-8-8-8-6-6-6-6-6-6,2,true
charmed-planet-2530,finished,-,warleyalm,,2022-11-13T05:04:44.000Z,3,,A-9-20-20-14-exponential-75-exponential-100,A,9,20,20,14,exponential,75,exponential,100,440.54,0.9497,0,5-5-5-5-5-5-5-5-5-5-5-5-5-5,2,1306.59,0.8509,0,5-5-5-1-1-1-1-1-1-1-1-1-1-1,2,2866.73,0.6729,0,5-13-13-13-13-13-13-13-13-13-13-13-13-13,2,6979.56,0.2036,5-1-14-13-5-7-16-10-4-5-14-1-12-5,38393.25,0.03,2,0.7717,8764.03,9.95701E-05,7.24,15-11-13-1-5-10-14-7-5-14-4-12-5-1,2,true
upbeat-mountain-2529,finished,-,warleyalm,,2022-11-13T05:04:41.000Z,3,,A-9-20-20-14-exponential-100-exponential-25,A,9,20,20,14,exponential,100,exponential,25,512.78,0.9519,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,512.78,0.9519,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,2868.77,0.7312,0,8-15-4-16-16-16-11-11-11-11-11-11-11-11,2,10375.63,0.0277,8-15-4-19-15-19-8-15-7-6-8-15-7-19,38736.36,0.03,2,0.7245,10670.93,0,1.66,4-15-8-19-15-19-8-15-7-6-15-8-7-15,2,true
fearless-dragon-2528,finished,-,warleyalm,,2022-11-13T05:04:38.000Z,3,,A-9-20-20-14-exponential-25-linear-75,A,9,20,20,14,exponential,25,linear,75,286.53,0.8493,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,286.53,0.8493,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,1129.4,0.406,0,1-3-3-3-3-3-3-12-12-12-12-12-12-12,2,1663.09,0.1254,1-15-15-15-1-15-13-7-18-1-14-14-1-13,24519.86,0.04,2,0.9225,1901.5,0,0.27,15-3-1-1-1-1-1-1-18-13-13-13-13-13,2,true
serene-fog-2527,finished,-,warleyalm,,2022-11-13T05:04:36.000Z,3,,A-9-20-20-14-exponential-50-exponential-75,A,9,20,20,14,exponential,50,exponential,75,1361.65,0.7759,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,268.81,0.9558,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,3142.05,0.4828,0,1-10-10-10-10-5-10-10-10-10-10-10-10-19,2,5488.6,0.0966,1-6-10-19-6-14-1-6-14-1-14-1-7-14,30327.38,0.04,2,0.7997,6075.7,2.67122E-05,0.97,12-19-10-6-1-6-14-1-6-14-1-14-7-1,2,true
dashing-frog-2526,finished,-,warleyalm,,2022-11-13T05:04:33.000Z,3,,A-9-20-20-14-exponential-50-exponential-50,A,9,20,20,14,exponential,50,exponential,50,505.03,0.9421,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,505.03,0.9421,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,4418.56,0.4938,0,8-4-14-14-19-19-19-19-19-19-19-19-3-3,2,7190.16,0.1763,8-4-1-8-4-15-1-8-4-15-6-8-1-13,34164,0.03,2,0.7445,8728.75,0,1.11,12-14-8-4-1-8-4-1-8-4-7-6-8-13,2,true
rural-night-2525,finished,-,warleyalm,,2022-11-13T05:04:30.000Z,3,,A-9-20-20-14-exponential-25-linear-25,A,9,20,20,14,exponential,25,linear,25,588.16,0.6723,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,588.16,0.6723,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,1607.1,0.1046,0,13-13-13-8-8-8-8-4-15-15-15-15-15-15,2,1768.4,0.0148,13-13-13-8-13-8-8-6-16-16-16-16-6-16,24290.99,0.04,2,0.9261,1794.9,0,0.42,13-8-13-13-13-13-13-16-13-6-6-6-6-6,2,true
misunderstood-silence-2524,finished,-,warleyalm,,2022-11-13T05:04:27.000Z,3,,A-9-20-20-14-exponential-100-exponential-75,A,9,20,20,14,exponential,100,exponential,75,271.13,0.9556,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,821.11,0.8656,0,1-10-10-1-1-1-1-1-1-1-1-1-1-1,2,3921.4,0.3581,0,1-10-10-10-10-10-10-10-10-10-10-10-10-10,2,4524.7,0.2594,1-10-5-6-6-1-6-6-1-6-7-1-6-7,31750.85,0.03,2,0.8076,6109.41,0,1.05,6-5-10-10-1-6-6-1-6-14-1-6-7-1,2,true
earthy-moon-2523,finished,-,warleyalm,,2022-11-13T05:04:24.000Z,3,,A-9-20-20-14-exponential-50-linear-50,A,9,20,20,14,exponential,50,linear,50,855.11,0.6161,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,855.11,0.6161,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,1389.4,0.3762,0,8-8-8-8-8-11-11-19-19-19-19-19-19-19,2,2107.86,0.0537,8-8-8-8-8-1-7-6-13-8-1-8-6-13,25713.5,0.04,2,0.9134,2227.4,0,0.45,8-8-8-1-8-8-8-8-8-6-6-6-6-6,2,true
winter-microwave-2522,finished,-,warleyalm,,2022-11-13T05:04:19.000Z,6,,A-9-20-20-14-exponential-75-linear-75,A,9,20,20,14,exponential,75,linear,75,299.93,0.8695,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,299.93,0.8695,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,1250,0.4561,0,1-6-6-6-6-6-6-6-6-6-6-6-6-6,2,1361.75,0.4075,1-6-6-6-6-1-7-14-12-6-1-7-6-6,26245.98,0.03,2,0.9124,2298.2,0,0.22,6-6-1-1-1-1-1-1-7-7-1-7-7-7,2,true
exalted-shape-2521,finished,-,warleyalm,,2022-11-13T05:04:16.000Z,3,,A-9-20-20-14-exponential-75-linear-50,A,9,20,20,14,exponential,75,linear,50,632.81,0.7428,0,5-5-5-5-5-5-5-5-5-5-5-5-5-5,2,299.93,0.8781,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,1319,0.4638,0,1-5-5-5-13-13-13-13-13-13-13-13-13-13,2,2113.26,0.141,1-5-5-5-5-5-1-4-12-4-12-12-1-19,26134.97,0.03,2,0.9059,2460,0,0.26,5-5-1-1-1-1-1-1-1-1-1-1-1-1,2,true
dandy-violet-2520,finished,-,warleyalm,,2022-11-13T05:04:14.000Z,3,,A-9-20-20-14-exponential-25-linear-50,A,9,20,20,14,exponential,25,linear,50,828.88,0.579,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,282.21,0.8567,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,1352.1,0.3133,0,1-8-8-8-8-4-5-5-5-5-5-5-5-5,2,1861.34,0.0547,1-8-8-8-8-1-8-6-13-8-1-8-8-13,24101.69,0.04,2,0.9183,1969.06,0,0.78,8-1-8-8-1-1-1-1-13-6-6-6-6-13,2,true
vague-lake-2519,finished,-,warleyalm,,2022-11-13T05:04:11.000Z,3,,A-9-20-20-14-linear-100-exponential-100,A,9,20,20,14,linear,100,exponential,100,2720,0.7346,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,2720,0.7346,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,2963.33,0.7109,0,8-7-7-7-7-7-7-7-7-7-7-7-7-7,2,9726.29,0.051,8-4-7-6-8-1-7-13-6-8-4-7-1-6,32135.38,0.04,2,0.6811,10248.49,9.71549E-05,3.68,4-8-1-7-15-6-8-4-7-13-1-6-8-7,2,true
effortless-hill-2518,finished,-,warleyalm,,2022-11-13T05:04:08.000Z,3,,A-9-20-20-14-exponential-75-linear-100,A,9,20,20,14,exponential,75,linear,100,552.77,0.8137,0,5-5-5-5-5-5-5-5-5-5-5-5-5-5,2,299.93,0.8989,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,1117.6,0.6233,0,1-5-5-10-10-10-13-13-13-13-13-13-13-13,2,2678.2,0.0972,1-5-5-5-5-5-5-1-12-4-4-4-12-1,26656.78,0.03,2,0.8887,2966.6,0,1.22,5-5-1-1-1-5-1-1-1-12-1-12-12-12,2,true
fiery-planet-2517,finished,-,warleyalm,,2022-11-13T05:04:06.000Z,2,,A-9-20-20-14-linear-50-exponential-100,A,9,20,20,14,linear,50,exponential,100,2125,0.7552,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,2796.99,0.6777,0,8-8-8-8-8-8-6-6-6-6-6-6-6-6,2,2521.43,0.7095,0,8-8-8-7-7-7-7-7-7-7-7-7-7-7,2,7975.79,0.081,8-4-6-1-8-7-13-6-4-8-1-15-7-6,29696.13,0.04,2,0.7077,8678.99,0,8.09,11-4-12-1-8-6-7-15-4-13-8-7-1-6,2,true
genial-bird-2516,finished,-,warleyalm,,2022-11-13T05:04:03.000Z,3,,A-9-20-20-14-linear-75-linear-50,A,9,20,20,14,linear,75,linear,50,1740,0.3197,0,5-5-5-5-5-5-5-5-5-5-5-5-5-5,2,2102,0.1782,0,1-1-1-1-1-1-1-1-1-1-1-1-1-1,2,2526.6,0.0122,0,1-1-1-4-4-4-4-4-4-4-4-4-4-4,2,2557.8,0,1-1-4-1-1-1-1-4-1-1-1-4-1-1,18494.58,0.04,2,0.8617,2557.8,0,0.39,1-1-4-1-1-1-1-4-1-1-1-4-1-1,2,true
misty-bird-2515,finished,-,warleyalm,,2022-11-13T05:04:00.000Z,3,,A-9-20-20-14-linear-100-exponential-25,A,9,20,20,14,linear,100,exponential,25,2706.45,0.7361,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,2706.45,0.7361,0,8-8-8-8-8-8-8-8-8-8-8-8-8-8,2,3360.11,0.6723,0,8-15-7-7-7-7-7-7-7-7-7-7-7-7,2,9480.22,0.0755,8-15-7-6-8-19-15-7-6-8-15-7-19-6,29333.96,0.03,2,0.6504,10254.64,0,3.37,4-15-8-7-19-6-15-8-7-19-15-6-8-7,2,true
