Name,State,Notes,User,Tags,Created,Runtime,Sweep,keyword,set,S,I,J,T,replenishment,zeta,absorption,eta,ap1_objective,ap1_optgap,ap1_runtime,ap1_solution,ap1_status,ap2_objective,ap2_optgap,ap2_runtime,ap2_solution,ap2_status,ap3_objective,ap3_optgap,ap3_runtime,ap3_solution,ap3_status,hrs_objective,hrs_objgap,hrs_solution,lpr_objective,lpr_runtime,lpr_status,mip_intgap,mip_objective,mip_optgap,mip_runtime,mip_solution,mip_status,sanity_check
curious-dream-1012,finished,-,warleyalm,,2022-11-13T03:50:35.000Z,3,,A-3-20-20-14-exponential-50-exponential-50,A,3,20,20,14,exponential,50,exponential,50,453.56,0.9547,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,1433.55,0.8569,0,16-16-16-18-18-18-18-18-18-18-18-18-18-18,2,4434.45,0.5574,0,16-11-11-11-11-11-11-11-11-11-11-11-11-11,2,9582.58,0.0436,16-3-7-18-17-16-3-17-18-13-17-3-18-17,36009.6,0.04,2,0.7218,10019.01,0,1.28,7-3-16-17-18-16-17-3-18-17-3-13-17-18,2,true
northern-energy-1011,finished,-,warleyalm,,2022-11-13T03:50:32.000Z,3,,A-3-20-20-14-exponential-50-exponential-25,A,3,20,20,14,exponential,50,exponential,25,538.16,0.9441,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2411.85,0.7495,0,16-16-16-17-18-18-18-18-18-18-18-18-18-18,2,3447.24,0.6419,0,16-11-11-11-11-6-6-6-6-6-6-6-6-6,2,9414.52,0.0221,16-11-3-17-18-16-17-18-16-17-13-18-17-13,35094.83,0.04,2,0.7257,9626.98,0,0.73,3-11-16-17-18-16-17-18-16-17-18-13-17-18,2,true
mild-eon-1010,finished,-,warleyalm,,2022-11-13T03:50:29.000Z,3,,A-3-20-20-14-exponential-75-exponential-100,A,3,20,20,14,exponential,75,exponential,100,467.04,0.9586,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,2456.83,0.7824,0,3-3-7-20-20-20-20-20-20-20-20-20-20-20,2,3411.21,0.6978,0,3-5-5-5-17-17-17-17-17-17-17-17-17-17,2,10752.87,0.0475,3-7-20-16-15-8-1-12-8-3-7-8-20-16,40402.15,0.04,2,0.7206,11288.95,9.35216E-05,160.8,3-8-7-20-16-8-1-15-8-1-3-8-7-20,2,true
lyric-rain-1009,finished,-,warleyalm,,2022-11-13T03:50:27.000Z,3,,A-3-20-20-14-exponential-100-linear-75,A,3,20,20,14,exponential,100,linear,75,612.92,0.8307,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,612.92,0.8307,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,1766.21,0.5121,0,6-6-14-9-9-9-9-9-9-9-9-9-9-9,2,3058.12,0.1553,6-6-7-7-7-7-7-6-7-7-7-7-7-6,29529.4,0.04,2,0.8774,3620.2,0,0.36,7-6-6-6-6-6-6-6-6-6-6-6-6-6,2,true
devoted-mountain-1008,finished,-,warleyalm,,2022-11-13T03:50:24.000Z,3,,A-3-20-20-14-exponential-100-exponential-25,A,3,20,20,14,exponential,100,exponential,25,520.2,0.9498,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,520.2,0.9498,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,3179.41,0.6934,0,16-11-5-5-6-6-6-6-6-6-6-6-6-6,2,10117.89,0.0243,16-11-3-7-11-16-11-3-13-16-12-18-11-16,39868.37,0.04,2,0.7399,10369.51,0,1.83,7-16-11-3-11-16-11-3-12-16-18-12-13-16,2,true
cerulean-bee-1007,finished,-,warleyalm,,2022-11-13T03:50:21.000Z,3,,A-3-20-20-14-exponential-100-exponential-50,A,3,20,20,14,exponential,100,exponential,50,520.2,0.9492,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,520.2,0.9492,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,5302.59,0.4826,0,16-11-11-11-11-11-11-11-11-11-11-11-11-11,2,9906.13,0.0335,16-3-7-8-17-16-3-7-13-16-3-18-7-16,39387.7,0.04,2,0.7398,10249.39,0,3.17,7-11-16-3-8-7-16-3-7-13-18-16-3-18,2,true
daily-sun-1006,finished,-,warleyalm,,2022-11-13T03:50:19.000Z,2,,A-3-20-20-14-exponential-100-exponential-75,A,3,20,20,14,exponential,100,exponential,75,513.79,0.9506,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,1504.22,0.8555,0,6-6-6-6-7-7-7-7-7-7-7-7-7-7,2,4658.16,0.5525,0,6-9-3-3-3-13-12-12-12-12-12-12-12-12,2,9460.78,0.0911,6-14-15-7-2-14-15-2-6-16-14-2-7-14,39976.56,0.04,2,0.7396,10408.83,1.91877E-05,6.56,14-9-6-7-2-15-14-2-15-14-16-6-14-7,2,true
electric-wave-1005,finished,-,warleyalm,,2022-11-13T03:50:16.000Z,3,,A-3-20-20-14-exponential-100-linear-100,A,3,20,20,14,exponential,100,linear,100,510.14,0.8452,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,510.14,0.8452,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,2573.6,0.2189,0,3-3-16-16-16-16-16-16-16-16-16-16-16-16,2,2817.8,0.1448,3-3-16-16-16-16-13-16-3-16-16-16-13-3,30019.24,0.04,2,0.8902,3294.8,2.96E-08,0.35,16-3-3-3-3-3-3-13-3-13-13-13-13-13,2,true
ethereal-sea-1004,finished,-,warleyalm,,2022-11-13T03:50:13.000Z,3,,A-3-20-20-14-exponential-75-exponential-75,A,3,20,20,14,exponential,75,exponential,75,473.69,0.9604,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,1463.5,0.8776,0,6-6-6-20-20-20-20-20-20-20-20-20-20-20,2,4728.96,0.6044,0,6-3-3-3-3-3-3-3-3-3-3-3-3-3,2,11296.74,0.055,6-7-2-20-19-13-7-2-14-13-6-7-20-2,42014.62,0.04,2,0.7155,11954.02,9.49609E-05,17.1,18-6-7-2-20-13-19-7-2-14-13-6-7-20,2,true
stellar-blaze-1003,finished,-,warleyalm,,2022-11-13T03:50:11.000Z,2,,A-3-20-20-14-exponential-100-linear-25,A,3,20,20,14,exponential,100,linear,25,2550.8,0.0879,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2550.8,0.0879,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2550.8,0.0879,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2628.49,0.0601,16-16-16-16-16-16-13-16-13-13-16-16-16-16,29964.21,0.04,2,0.9067,2796.5,0,0.27,16-16-16-16-16-16-16-13-13-13-13-13-13-13,2,true
chocolate-night-1002,finished,-,warleyalm,,2022-11-13T03:50:08.000Z,3,,A-3-20-20-14-exponential-75-linear-100,A,3,20,20,14,exponential,75,linear,100,501.43,0.8651,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,501.43,0.8651,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,1929.9,0.4807,0,20-7-8-8-8-8-8-8-5-5-5-5-5-5,2,3426.4,0.0779,20-16-16-20-16-16-16-20-16-16-16-20-16-16,27350.8,0.04,2,0.8641,3716,0,0.34,16-20-16-20-20-20-20-20-20-20-20-20-20-20,2,true
fragrant-cloud-1001,finished,-,warleyalm,,2022-11-13T03:50:05.000Z,3,,A-3-20-20-14-exponential-75-linear-75,A,3,20,20,14,exponential,75,linear,75,541.26,0.8562,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,711.9,0.8109,0,6-20-20-20-20-20-20-20-20-20-20-20-20-20,2,1438.34,0.6179,0,6-6-7-17-3-3-3-3-3-3-3-3-3-3,2,3418,0.0919,6-20-6-19-20-6-6-14-14-6-14-20-14-6,29038,0.04,2,0.8704,3764,0,0.4,6-19-6-20-20-20-20-20-20-20-20-20-20-20,2,true
sweet-forest-1000,finished,-,warleyalm,,2022-11-13T03:50:03.000Z,2,,A-3-20-20-14-exponential-75-linear-50,A,3,20,20,14,exponential,75,linear,50,552.22,0.8044,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,552.22,0.8044,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,2183.7,0.2266,0,20-20-7-8-8-8-8-8-8-8-8-8-8-8,2,2721.2,0.0363,20-20-3-3-3-3-20-3-20-3-3-3-20-3,26669.01,0.04,2,0.8941,2823.6,0,0.34,3-20-20-20-20-20-20-20-20-20-20-20-20-20,2,true
clean-brook-999,finished,-,warleyalm,,2022-11-13T03:50:00.000Z,3,,A-3-20-20-14-linear-100-exponential-25,A,3,20,20,14,linear,100,exponential,25,2757.8,0.7314,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,3633.79,0.6461,0,16-16-16-16-13-13-13-13-13-13-13-13-13-13,2,3729.17,0.6368,0,16-11-11-12-12-12-12-12-12-12-12-12-12-12,2,9522.8,0.0726,16-11-13-12-16-18-13-12-16-11-13-12-18-16,30115.7,0.03,2,0.6591,10267.9,4.13711E-05,1.13,11-3-16-13-12-11-18-16-13-11-12-18-16-13,2,true
good-breeze-998,finished,-,warleyalm,,2022-11-13T03:49:57.000Z,3,,A-3-20-20-14-linear-100-exponential-100,A,3,20,20,14,linear,100,exponential,100,1890.26,0.8167,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,3633.79,0.6476,0,16-16-16-16-13-13-13-13-13-13-13-13-13-13,2,3264.33,0.6834,0,16-16-13-13-13-13-13-13-13-13-13-13-13-13,2,9556.51,0.0731,16-3-13-7-16-18-13-3-16-7-13-18-14-16,31929.76,0.03,2,0.6771,10310.26,1.32526E-05,5.06,17-3-16-13-7-18-8-16-13-3-18-7-16-13,2,true
fallen-pyramid-997,finished,-,warleyalm,,2022-11-13T03:49:54.000Z,3,,A-3-20-20-14-exponential-25-linear-75,A,3,20,20,14,exponential,25,linear,75,552.48,0.803,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,567.86,0.7975,0,6-16-16-16-16-16-16-16-16-16-16-16-16-16,2,1422.3,0.4929,0,6-6-2-14-19-19-19-19-19-19-19-19-19-19,2,2506.9,0.1061,6-16-6-6-16-6-6-6-15-15-6-15-16-6,25091.74,0.03,2,0.8882,2804.6,0,0.18,6-6-15-16-16-16-16-16-16-16-16-16-16-16,2,true
fancy-aardvark-996,finished,-,warleyalm,,2022-11-13T03:49:51.000Z,3,,A-3-20-20-14-linear-100-exponential-75,A,3,20,20,14,linear,100,exponential,75,2762,0.7247,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,3327,0.6684,0,6-6-6-6-6-6-16-16-16-16-16-16-16-16,2,3616.91,0.6395,0,6-6-6-6-11-11-11-11-11-11-11-11-13-13,2,9031.45,0.0997,6-7-16-6-14-15-7-16-6-2-14-7-16-6,31867.43,0.03,2,0.6852,10031.78,0,5.5,15-9-6-14-7-16-5-6-2-15-14-7-16-6,2,true
crimson-shadow-995,finished,-,warleyalm,,2022-11-13T03:49:48.000Z,3,,A-3-20-20-14-exponential-50-linear-25,A,3,20,20,14,exponential,50,linear,25,1968.4,0.1187,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,298.75,0.8662,0,18-18-18-18-18-18-18-18-18-18-18-18-18-18,2,1986.5,0.1105,0,18-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2157.38,0.034,18-17-17-17-16-18-13-17-17-18-17-17-13-18,26460.35,0.03,2,0.9156,2233.4,0,0.54,16-17-18-18-18-18-18-18-13-13-13-13-13-13,2,true
fearless-tree-994,finished,-,warleyalm,,2022-11-13T03:49:46.000Z,2,,A-3-20-20-14-exponential-25-linear-50,A,3,20,20,14,exponential,25,linear,50,587.65,0.718,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,285.76,0.8629,0,18-18-18-18-18-18-18-18-18-18-18-18-18-18,2,1744.8,0.1626,0,18-3-3-7-16-16-16-16-16-16-16-16-16-16,2,1986.1,0.0468,18-3-3-3-3-3-18-13-14-18-3-3-13-3,24536,0.03,2,0.9151,2083.6,0,0.21,3-3-18-18-18-18-18-18-18-13-13-13-13-13,2,true
ethereal-bird-993,finished,-,warleyalm,,2022-11-13T03:49:43.000Z,3,,A-3-20-20-14-exponential-25-linear-100,A,3,20,20,14,exponential,25,linear,100,511.4,0.7958,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,579.98,0.7684,0,3-18-18-18-18-18-18-18-18-18-18-18-18-18,2,1798.7,0.2817,0,3-3-7-16-16-16-16-16-16-16-16-16-16-16,2,2370.35,0.0534,3-18-3-18-3-3-3-13-18-14-3-18-7-7,24932.29,0.03,2,0.8996,2504.1,0,0.52,3-3-18-18-18-3-18-18-13-18-13-14-14-14,2,true
clear-gorge-992,finished,-,warleyalm,,2022-11-13T03:49:40.000Z,3,,A-3-20-20-14-exponential-50-linear-50,A,3,20,20,14,exponential,50,linear,50,586.43,0.7613,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,299.93,0.8779,0,18-18-18-18-18-18-18-18-18-18-18-18-18-18,2,2003.6,0.1846,0,18-3-3-16-16-16-16-16-16-16-16-16-16-16,2,2336,0.0493,18-17-17-17-3-3-17-13-18-13-18-13-18-18,26604.76,0.03,2,0.9076,2457.2,0,0.23,17-3-18-18-18-18-18-18-13-13-13-13-13-13,2,true
young-feather-991,finished,-,warleyalm,,2022-11-13T03:49:38.000Z,2,,A-3-20-20-14-exponential-50-linear-75,A,3,20,20,14,exponential,50,linear,75,563.53,0.83,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,638.86,0.8073,0,6-16-16-16-16-16-16-16-16-16-16-16-16-16,2,1506.6,0.5456,0,6-6-14-14-9-9-9-9-9-9-9-9-9-9,2,2955.46,0.1087,6-16-6-6-16-6-6-15-15-15-15-16-6-15,27206.63,0.03,2,0.8781,3315.8,0,0.23,6-6-15-16-16-16-16-16-16-16-16-16-16-16,2,true
lively-disco-990,finished,-,warleyalm,,2022-11-13T03:49:34.000Z,4,,A-3-20-20-14-linear-100-exponential-50,A,3,20,20,14,linear,100,exponential,50,2757.8,0.7223,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,3633.79,0.6341,0,16-16-16-16-13-13-13-13-13-13-13-13-13-13,2,3946.82,0.6025,0,16-16-13-13-12-12-12-12-12-12-12-12-12-12,2,8897.28,0.104,16-13-3-16-13-18-7-16-13-3-18-16-13-7,30582.74,0.03,2,0.6753,9930.29,0,1.87,7-3-16-13-12-8-18-16-13-7-3-18-16-13,2,true
restful-lion-989,finished,-,warleyalm,,2022-11-13T03:49:32.000Z,2,,A-3-20-20-14-exponential-50-linear-100,A,3,20,20,14,exponential,50,linear,100,511.96,0.8255,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,635.88,0.7832,0,3-18-18-18-18-18-18-18-18-18-18-18-18-18,2,2050.4,0.301,0,3-3-7-16-16-16-16-16-16-16-16-16-16-16,2,2782.9,0.0513,3-18-3-18-3-3-17-13-18-18-13-18-18-18,26948.34,0.03,2,0.8911,2933.4,0,0.21,3-3-18-18-18-18-18-18-13-13-18-13-13-13,2,true
peachy-haze-988,finished,-,warleyalm,,2022-11-13T03:49:29.000Z,3,,A-3-20-20-14-exponential-25-linear-25,A,3,20,20,14,exponential,25,linear,25,688.2,0.6334,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,294.46,0.8431,0,18-18-18-18-18-18-18-18-18-18-18-18-18-18,2,1694.4,0.0974,0,18-3-3-3-16-16-16-16-16-16-16-16-16-16,2,1819.2,0.0309,18-17-17-17-18-3-3-13-18-18-13-17-17-17,24407.24,0.03,2,0.9231,1877.3,1.00626E-05,0.34,3-17-18-18-18-18-18-18-13-18-13-13-13-13,2,true
devout-waterfall-987,finished,-,warleyalm,,2022-11-13T03:49:26.000Z,3,,A-3-20-20-14-linear-75-exponential-100,A,3,20,20,14,linear,75,exponential,100,2104,0.8068,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,3018,0.7229,0,3-3-3-3-3-20-20-20-20-20-20-20-20-20,2,3512.24,0.6775,0,3-8-8-8-5-19-19-19-19-19-19-19-19-19,2,10156,0.0676,3-7-20-16-15-8-3-7-20-16-15-8-3-7,33100.71,0.03,2,0.6709,10892.27,5.04048E-05,5.82,12-16-8-7-3-20-15-1-8-16-7-3-20-15,2,true
dazzling-river-986,finished,-,warleyalm,,2022-11-13T03:49:24.000Z,2,,A-3-20-20-14-linear-75-exponential-50,A,3,20,20,14,linear,75,exponential,50,2104,0.7964,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,3024.74,0.7073,0,20-20-20-3-3-20-20-20-20-20-20-20-20-20,2,3180.78,0.6922,0,20-8-5-19-19-19-19-19-19-19-19-19-19-19,2,9799.98,0.0516,20-3-7-16-8-15-20-3-7-16-8-15-20-3,29506.91,0.03,2,0.6498,10332.64,4.63136E-05,8.91,5-16-8-7-3-20-15-5-8-16-7-3-20-15,2,true
lunar-fog-985,finished,-,warleyalm,,2022-11-13T03:49:21.000Z,3,,A-3-20-20-14-linear-50-exponential-100,A,3,20,20,14,linear,50,exponential,100,1725,0.8272,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,2374.8,0.7621,0,3-18-18-18-18-18-18-18-18-18-18-18-18-18,2,2778.67,0.7216,0,3-16-17-17-17-17-17-17-17-17-17-17-17-17,2,9186.27,0.0796,3-18-17-13-16-7-18-3-17-13-14-18-7-17,30545.23,0.03,2,0.6733,9980.4,1.61824E-06,3.69,3-1-16-8-17-18-13-7-16-3-17-14-18-13,2,true
northern-sea-984,finished,-,warleyalm,,2022-11-13T03:49:19.000Z,2,,A-3-20-20-14-linear-75-exponential-75,A,3,20,20,14,linear,75,exponential,75,2230,0.8024,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,3213,0.7153,0,6-6-6-6-6-20-20-20-20-20-20-20-20-20,2,3205.04,0.716,0,6-14-14-14-14-14-14-14-14-3-3-3-3-3,2,10691.24,0.0526,6-7-20-14-19-2-6-7-20-14-13-19-6-7,33759.02,0.03,2,0.6657,11285.25,9.58547E-05,12.47,2-20-7-6-19-14-13-20-2-7-6-14-19-20,2,true
deft-puddle-983,finished,-,warleyalm,,2022-11-13T03:49:16.000Z,3,,A-3-20-20-14-linear-75-exponential-25,A,3,20,20,14,linear,75,exponential,25,2078.1,0.7794,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,2964.27,0.6854,0,3-3-3-3-3-20-20-20-20-20-20-20-20-20,2,3205.11,0.6598,0,3-8-5-19-19-19-19-19-19-19-19-19-19-19,2,9248.37,0.0184,3-20-7-8-16-5-3-20-7-15-8-16-3-20,27676.43,0.03,2,0.6596,9422.06,5.21861E-05,5.9,3-16-5-8-7-20-15-3-16-8-7-20-15-3,2,true
copper-glitter-982,finished,-,warleyalm,,2022-11-13T03:49:13.000Z,3,,A-3-20-20-14-linear-25-exponential-50,A,3,20,20,14,linear,25,exponential,50,1620.59,0.7874,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,3048.45,0.6002,0,3-3-3-18-18-18-18-13-13-13-13-13-13-13,2,2433.97,0.6808,0,3-16-16-17-17-17-17-17-17-17-17-17-17-17,2,7097.13,0.0692,3-16-18-17-13-7-8-3-18-14-13-17-7-18,26176.56,0.03,2,0.7087,7624.39,8.73493E-05,10.01,7-1-8-3-17-16-18-13-7-14-17-3-18-13,2,true
lunar-armadillo-981,finished,-,warleyalm,,2022-11-13T03:49:11.000Z,2,,A-3-20-20-14-linear-25-linear-75,A,3,20,20,14,linear,25,linear,75,1880,0.306,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,1794,0.3377,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2255.9,0.1672,0,16-6-6-6-14-14-14-14-15-15-15-15-15-15,2,2683.1,0.0095,16-6-16-6-16-16-6-16-6-16-16-6-16-6,18368.49,0.03,2,0.8525,2708.8,0,0.85,16-6-6-6-6-16-6-16-16-16-16-16-16-6,2,true
dandy-flower-980,finished,-,warleyalm,,2022-11-13T03:49:08.000Z,3,,A-3-20-20-14-linear-25-exponential-100,A,3,20,20,14,linear,25,exponential,100,1650,0.8126,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,4027.61,0.5425,0,3-3-3-3-18-18-18-13-13-13-14-14-14-14,2,2491.25,0.717,0,3-16-16-17-17-17-17-17-17-17-17-17-17-17,2,7990.17,0.0923,3-18-7-13-17-16-14-18-3-13-7-1-17-18,28414.18,0.03,2,0.6902,8802.76,3.83745E-05,13.05,7-15-3-8-13-16-18-17-1-7-14-3-13-18,2,true
kind-sound-979,finished,-,warleyalm,,2022-11-13T03:49:05.000Z,3,,A-3-20-20-14-linear-50-exponential-75,A,3,20,20,14,linear,50,exponential,75,2174,0.7777,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,3906,0.6006,0,6-6-6-6-6-15-16-16-16-16-16-16-16-16,2,2541,0.7402,0,6-15-15-15-15-15-15-15-15-15-15-15-15-15,2,8829.45,0.0972,6-15-16-7-6-15-14-16-2-6-7-15-16-14,31208.48,0.03,2,0.6866,9780.2,6.85274E-05,5.13,15-14-7-9-6-16-15-2-20-14-7-6-16-15,2,true
crisp-smoke-978,finished,-,warleyalm,,2022-11-13T03:49:03.000Z,2,,A-3-20-20-14-linear-100-linear-25,A,3,20,20,14,linear,100,linear,25,2550.8,0.1417,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2716,0.0861,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,2716,0.0861,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,2716,0.0861,13-13-13-13-13-13-13-13-13-13-13-13-13-13,19448.38,0.03,2,0.8472,2972,0,0.25,16-13-13-16-13-13-13-13-13-13-13-13-13-13,2,true
wandering-sun-977,finished,-,warleyalm,,2022-11-13T03:49:00.000Z,3,,A-3-20-20-14-linear-25-exponential-75,A,3,20,20,14,linear,25,exponential,75,1862.07,0.7842,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,2456.02,0.7154,0,6-6-6-6-16-16-16-16-16-16-16-16-16-16,2,2245.18,0.7398,0,6-6-15-15-15-15-15-15-15-15-15-15-15-15,2,8030.93,0.0692,6-16-15-7-2-6-14-16-15-1-7-6-2-16,28760.1,0.03,2,0.7,8628.36,8.31671E-05,21.08,14-6-9-7-16-20-15-2-14-6-1-7-16-15,2,true
icy-durian-976,finished,-,warleyalm,,2022-11-13T03:48:57.000Z,3,,A-3-20-20-14-linear-50-linear-25,A,3,20,20,14,linear,50,linear,25,1968.4,0.1414,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2216.7,0.0331,0,18-13-13-13-13-13-13-13-13-13-13-13-13-13,2,2176.2,0.0508,0,18-18-18-18-18-18-17-17-17-17-17-17-17-17,2,2292.6,0,18-13-13-13-13-13-13-13-13-18-13-13-13-13,18289.55,0.03,2,0.8746,2292.6,0,0.21,18-13-13-13-13-13-13-13-13-18-13-13-13-13,2,true
atomic-eon-975,finished,-,warleyalm,,2022-11-13T03:48:55.000Z,3,,A-3-20-20-14-linear-50-linear-75,A,3,20,20,14,linear,50,linear,75,2174,0.3194,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,2102,0.342,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,2866.2,0.1027,0,16-6-6-6-15-15-15-15-15-15-15-15-15-15,2,3145.4,0.0153,16-6-16-6-16-16-6-16-6-16-16-6-16-6,19177.83,0.03,2,0.8334,3194.4,0,7.38,6-6-6-16-6-6-16-6-16-16-16-16-16-16,2,true
visionary-river-974,finished,-,warleyalm,,2022-11-13T03:48:52.000Z,3,,A-3-20-20-14-linear-25-linear-50,A,3,20,20,14,linear,25,linear,50,1670,0.219,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,1870.8,0.1251,0,18-13-13-13-13-13-13-13-13-13-13-13-13-13,2,1897,0.1128,0,18-18-18-18-3-3-17-17-17-17-17-17-17-17,2,2137.8,0.0002,18-13-13-13-13-18-13-13-13-13-18-13-13-13,17810.11,0.03,2,0.8799,2138.2,0,0.25,18-13-13-13-18-18-13-13-13-13-13-13-13-13,2,true
gentle-meadow-973,finished,-,warleyalm,,2022-11-13T03:48:49.000Z,3,,A-3-20-20-14-linear-75-linear-25,A,3,20,20,14,linear,75,linear,25,2104,0.1081,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,2104,0.1081,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,2305.3,0.0228,0,20-20-20-20-20-20-3-3-3-7-7-7-7-7,2,2359,0,20-20-20-20-20-20-3-20-20-20-20-3-20-20,18331.9,0.03,2,0.8713,2359,0,0.21,20-20-20-20-20-20-3-20-20-20-20-3-20-20,2,true
amber-glade-972,finished,-,warleyalm,,2022-11-13T03:48:47.000Z,3,,A-3-20-20-14-linear-50-exponential-25,A,3,20,20,14,linear,50,exponential,25,2127.14,0.7515,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,3507.16,0.5904,0,16-16-16-17-17-17-13-13-13-13-13-13-13-13,2,2907.09,0.6604,0,16-16-11-17-17-17-17-17-17-17-17-17-17-17,2,7956.5,0.0707,16-17-18-13-11-16-17-18-13-3-16-17-18-13,27169.63,0.04,2,0.6849,8561.56,0,2.6,7-3-17-11-16-18-13-12-17-3-16-18-13-17,2,true
legendary-morning-971,finished,-,warleyalm,,2022-11-13T03:48:44.000Z,3,,A-3-20-20-14-linear-25-exponential-25,A,3,20,20,14,linear,25,exponential,25,1813.33,0.7447,0,16-16-16-16-16-16-16-16-16-16-16-16-16-16,2,3145.85,0.5571,0,16-16-16-16-16-16-18-13-13-13-13-13-13-13,2,2570.84,0.6381,0,16-16-16-11-17-17-17-17-17-17-17-17-17-17,2,6720.35,0.0539,16-3-18-17-13-7-16-8-18-17-13-3-16-18,25161.68,0.03,2,0.7177,7103.29,0,5.73,7-3-8-11-16-17-18-13-7-3-16-17-18-13,2,true
faithful-firebrand-970,finished,-,warleyalm,,2022-11-13T03:48:41.000Z,3,,A-3-20-20-14-linear-100-linear-100,A,3,20,20,14,linear,100,linear,100,1894,0.4745,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,2716,0.2464,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,2716,0.2464,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,2716,0.2464,13-13-13-13-13-13-13-13-13-13-13-13-13-13,20044.37,0.03,2,0.8202,3604.1,0,0.22,3-3-13-3-3-13-3-13-13-13-13-13-13-13,2,true
fancy-microwave-969,finished,-,warleyalm,,2022-11-13T03:48:39.000Z,3,,A-3-20-20-14-linear-25-linear-25,A,3,20,20,14,linear,25,linear,25,1670,0.1312,0,3-3-3-3-3-3-3-3-3-3-3-3-3-3,2,1856.3,0.0343,0,18-13-13-13-13-13-13-13-13-13-13-13-13-13,2,1833,0.0464,0,18-18-18-18-18-18-18-18-17-17-17-17-17-17,2,1922.2,0,18-13-13-13-13-13-13-13-13-18-13-13-13-13,17601.47,0.03,2,0.8908,1922.2,0,0.2,18-13-13-13-13-13-13-13-13-18-13-13-13-13,2,true
eager-yogurt-968,finished,-,warleyalm,,2022-11-13T03:48:36.000Z,3,,A-3-20-20-7-exponential-100-exponential-100,A,3,20,20,7,exponential,100,exponential,100,373.41,0.9208,0,3-3-3-3-3-3-3,2,1456.06,0.691,0,16-16-16-3-3-3-3,2,1461.72,0.6898,0,16-5-5-5-5-5-5,2,4264.12,0.0952,16-3-7-8-17-16-7,19756.33,0.02,2,0.7615,4712.82,0,0.51,17-8-16-7-3-8-16,2,true
