keyword,mip_obj,mip_status,mip_time,lpr_obj,lpr_status,lpr_time,mip_solution,heur_obj,heur_solution
prototype,75.0,2,0.010044097900390625,134.0,2,0.0074291229248046875,4-4-4-4-4,75.0,4-4-4-4-4
